"FilingID","Other Products and Services","Business Name"
1943897,"FIXED INDEXED ANNUITIES, LIFE INSURANCE, LONG TERM CARE INSURANCE","SKYOAK ASSET PROTECTION GROUP, LLC"
1943290,"INSURANCE PRODUCTS",""
1935414,"INSURANCE PRODUCTS",""
1951705,"TAX PREPARATION SERVICES","LIFECOURSE TAX SERVICE"
1954399,"UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS. OUR AFFILIATE, FOCUS RISK SOLUTIONS, MAKES REFERRALS TO LICENSED INSURANCE BROKERS. DUE TO SPACE CONSTRAINTS, REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION.",""
1962477,"INSURANCE SERVICES AND PRODUCT SALES",""
1951735,"LIFE, DISABILITY, AND ANNUITIES",""
1962640,"THE REPRESENTATIVES OF SMITH THORNTON ADVISORS MAY ALSO BE LICENSED INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO THEIR CLIENTS.",""
1958178,"WE ACT AS LICENSED INSURANCE PRODUCERS, PROVIDING LIFE AND HEALTH INSURANCE AND ANNUITIES.","MARY JANE SULLIVAN DBA MJS INSURANCE SERVICES, LLC."
1950751,"INSURANCE PRODUCTS","INSURANCE AGENCY BY AIRE"
1952546,"ECONOMIC, MARKET AND ASSET CLASS PERFORMANCE UPDATES TO CLIENTS AND MEMBERS OF THE PUBLIC, VIA IN-PERSON PRESENTATIONS, A PODCAST AND WEBINARS",""
1947374,"TAX PREPARATION, PLANNING, AND COMPLIANCE",""
1948161,"SOUND MARK PROVIDES ADDITIONAL ADMINISTRATIVE AND/OR NON-SECURITIES ASSET MANAGEMENT TO MOLAGERS FOR A SEPARATE FEE.",""
1943597,"ACCOUNTING SERVICES","BRANDYWINE OAK PRIVATE TAX ADVISORY - SEE ITEM 7"
1941704,"INSURANCE PRODUCTS",""
1937774,"TAX PREPARATION SERVICES",""
1955174,"FOR A COMPLETE DESCRIPTION OF OTHER PRODUCTS AND SERVICES, SEE SCH. D, MISCELLANEOUS.",""
1930386,"PROVIDE INSURANCE PRODUCTS",""
1939704,"AS INSURANCE AGENTS OF PAX FINANCIAL GROUP INSURANCE SERVICES, IAR MAY RECOMMEND LIFE, HEALTH, DISABILITY INSURANCE OR ANNUITY PRODUCTS IF APPROPRIATE","PAX FINANCIAL GROUP INSURANCE SERVICES"
1925434,"INSURANCE PRODUCTS THROUGH AFFILIATED INSURANCE COMPANY. SECURITIES THROUGH AFFILIATED BROKER DEALER. EFS CHOICE PROGRAM THROUGH SUNGARD RELIUS/MATRIX MG TRUST COMPANY APPOINTED CUSTODIAN.","ADVANCED ADVISOR GROUP (BROKER DEALER)"
1951923,"EQUITY INDEXED FIXED ANNUITIES, FIXED ANNUITIES, LIFE INSURANCE, LONG TERM CARE INSURANCE, DISABILITY INCOME INSURANCE.",""
1952947,"ASSOCIATED PERSONS MAY OFFER INSURANCE PRODUCTS THROUGH UNAFFILIATED AGENCIES AND ISSUERS.","N/A"
1955390,"SOCIAL SECURITY PLANNING REPORTS & RETIREMENT PLANNING ONLINE COURSE",""
1927277,"INSURANCE PRODUCTS MAY ALSO BE OFFERED TO CLIENTS.",""
1959550,"TAX PLANNING AND COMPLIANCE, FINANCIAL CONSULTING, FAMILY OFFICE ADMINISTRATION, AND TRUST ADMINISTRATION SERVICES. OUR SERVICES ARE TAILORED TO THE NEEDS AND DESIRES OF OUR CLIENTS. OUR FIRM HAS SPECIALISTS INEACH OF THESE DISCIPLINES.",""
1956107,"FOR A COMPLETE DESCRIPTION OF OTHER PRODUCTS AND SERVICES, SEE SCH. D, MISCELLANEOUS.",""
1964037,"FOR A COMPLETE DESCRIPTION OF OTHER PRODUCTS AND SERVICES, SEE SCH. D, MISCELLANEOUS.",""
1959827,"(1) ADULT RETIREMENT EDUCATION COURSES (2) FORM 5500-EZ FILING SERVICES","(1) RETIREMENT COURSE DEPARTMENT"
1959843,"(1) ADULT RETIREMENT EDUCATION COURSES (2) FORM 5500-EZ FILING SERVICES","(1) RETIREMENT COURSE DEPARTMENT"
1948654,"TOWNSEND & ASSOCIATES, INC. IS A LICENSED INSURANCE ENTITY IN SEVERAL STATES, WHICH SELLS INSURANCE PRODUCTS.","TOWNSEND"
1943260,"RECOMMENDATION OF INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1922435,"BEYOND INVESTMENT ADVISORY,  SHUSTER PROVIDES PENSION CONSULTING, CLIENT ASSISTANCE IN RECORD-KEEPER SEARCH AND ANALYSIS, FEE NEGOTIATIONS, PERFORMANCE ANALYSIS, EDUCATION,   AND ADMINISTERS 115 GOVERNMENTAL TRUSTS.","N/A"
1957620,"EVALUATION OF NON-INVESTMENT VENDORS, ASSISTING WITH DESIGN AND OPERATION OF BENEFIT PLANS",""
1945734,"THIRD PARTY ADMINISTRATOR AND CONSULTING SERVICES FOR DEFINED CONTRIBUTION PLANS.",""
1950570,"SALE OF COMMISSIONABLE PRODUCTS. ENTREPRENEURIAL COACHING.","INDIVIDUAL CAPACITY. ENTREPRENEURIAL COACHING DONE THROUGH GERBER ENTREPRENEUR, LLC."
1949764,"TAX PREPARATION,CONSULTING SERVICES. UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS AND FOCUS RISK SOLUTIONS MAKE REFERRALS TO INSURANCE BROKERS.  DUE TO SPACE CONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D - MISC INFORMATION.",""
1924229,"THE FIRM IS REGISTERED WITH THE SEC AS A BROKER-DEALER AND INVESTMENT ADVISOR.  THE PRODUCTS MAY INCLUDE VARIABLE LIFE INSURANCE, VARIABLE ANNUITIES, CORPORATE EQUITIES/DEBT, US GOVERNMENT SECURITIES, MUNICIPAL SECURITIES, AND MUTUAL FUNDS.",""
1957723,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH CADARET, GRANT, & CO., INC."
1957246,"WILLIAM MARTIN GILMORE IS A REAL ESTATE AGENT, OWNS AN INSURANCE AGENCY AND IS LICENSED TO SELL INSURANCE, AND OWNS AN ACCOUNTING AND TAX FIRM.","THE NAME OF THE INSURANCE AGENCY IS FIRST CASUALTY INSURANCE AGENCY, INC. THE NAME OF THE ACCOUNTING/TAX FIRM IS FCIG ACCOUNTING"
1924528,"FAMILY OFFICE SERVICES",""
1939233,"UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS.  DUE TO SPACE CONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION.",""
1947500,"THE FIRM PERMITS CERTAIN OF ITS EMPLOYEES, IN THEIR INDIVIDUAL CAPACITIES AS INS. AGENTS AND REGISTERED REPS, TO SELL INSURANCE AND SECURITIES PRODUCTS TO ADVISORY CLIENTS.  THE FIRM ALSO PROVIDES TAX PREPARATION SERVICES TO CLIENTS.",""
1956758,"TAX COMPLIANCE SERVICES",""
1962708,"MARK MEREDITH IS ALSO AN INDEPENDENT INSURANCE AND MAY OFFER INSURANCE PRODUCTS TO HIS CLIENTS.",""
1958772,"SOME REPRESENTATIVES OF THE FIRM ARE LICENSED INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO CLIENTS.",""
1962738,"INVESTMENT ADVISOR REPRESENTATIVES ARE LICENSED INSURANCE AGENTS AND SELL LIFE, DISABILITY AND FIXED ANNUITIES.",""
1957332,"BROKERAGE AND INSURANCE PRODUCTS","REGENT FINANCIAL SERVICES, INC"
1950187,"ASSOCIATED PERSONS OF WEALTH ADVISORS GROUP MAY SELL INSURANCE PRODUCTS TO ADVISORY CLIENTS UNDER THEIR INDIVIDUAL INSURANCE LICENSES.",""
1962992,"OPERATES AND PROVIDES MULTIFAMILY OFFICE SERVICES, INCLUDING THE MANAGING OF NON-SECURITIZED REAL ESTATE HOLDINGS AND BUSINESS ENTITIES. BUSINESS PLANNING, ESTATE PLANNING, TRUST ADMINISTRATION, SUCCESSION PLANNING, TAX PREPARATION, ESTATE SETTLEMENT.",""
1954432,"IMPLEMENTATION OF INSURANCE SALES AND COLLEGE PLANNING SERVICES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL."
1955451,"CAPTRUST ALSO PROVIDES WEALTH MANAGEMENT SERVICES AND INCOME TAX CONSULTING, TAX PREPARATION/ACCOUNTING AND BILL PAY TO CLIENTS WHO HAVE ENGAGED US TO DO SO PER A SEPARATE WRITTEN AGREEMENT.",""
1948391,"ADMINISTRATION, ACTUARIAL, INVESTMENT, TRUST/CUSTODY, FINANCIAL WELLNESS PROVIDER SEARCH AND BENCHMARK SERVICES, BENEFITS ADMINISTRATION IMPLEMENTATION ASSISTANCE, BENEFITS ADMINISTRATION COMPLIANCE REVIEWS, ACTUARIAL SERVICES",""
1963547,"RECOMMENDATION OF INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1948328,"IMPLEMENTATIONS OF COMMISSIONABLE INSURANCE","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL"
1953756,"FINANCIAL PLANNING SERVICES",""
1959866,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES","INSURANCE SALES IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH CETERA"
1949904,"FIXED INSURANCE AND ANNUITIES",""
1927278,"INSURANCE SALES",""
1949909,"PROVIDE INSURANCE PRODUCTS AND SERVICES PROVIDE TAX & ACCOUNTING SERVICES","DBA NAME FOR TAX ENTITY: TAX & ACCOUNTING HOLDING COMPANY, LLC"
1962941,"WE OFFER AND/OR PROVIDE FINANCIAL PLANNING SERVICES TO OUR CLIENTS.",""
1954199,"INSURANCE AND SECURITIES PRODUCTS.",""
1926905,"RECOMMEND INSURANCE PRODUCTS","E3WEALTH LLC"
1939146,"RECOMMENDATION OF INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1940111,"I MAY OFFER AND/OR SELL LIFE, DISABILITY, OR LONG-TERM CARE INSURANCE TO CLIENTS WHO ARE ALSO FINANCIAL PLANNING OR INVESTMENT ADVISORY CLIENTS OF DDO ADVISORY SERVICES, LLC.","DANIEL D'ORDINE, CFP"
1950655,"REGISTERED SECURITIES AND INSURANCE PRODUCTS",""
1944712,"MANAGEMENT SERVICES FOR AFFILIATED COMPANIES. ADVISORY CLIENTS MAY INVEST IN SINGLE-PURPOSE ENTITY, REAL ESTATE PROJECTS.","REAL ESTATE DEVELOPMENT PROJECTS THROUGH ROCKWORTH COMPANIES. REAL ESTATE ACQUISITION PROJECTS THROUGH NORTHROCK COMPANIES."
1952833,"TAX PREP & FILING, BOOKKEEPING AND PAYROLL SERVICES",""
1952939,"APPROPRIATELY LICENSED/APPOINTED ASSOCIATES OF THE FIRM MAY PROVIDE INSURANCE COVERAGE/ANNUITY PRODUCTS FROM UNAFFILIATED CARRIERS. DISCLOSURE OF THE ROLE MAY BE FOUND IN ITEM 10 OF PART 2A OF FORM ADV AS WELL AS PART 2B OF THE RESPECTIVE REPRESENTATIVE.","IN CALIFORNIA, WE SELL INSURANCE UNDER THE DBA ""INSURANCE SERVICES OF BCU""."
1957883,"WE ADVISE ON AND OCCASIONALLY SELL LIFE INSURANCE PRODUCTS.",""
1958009,"REPRESENTATIVES OF THE FIRM ARE LICENSED INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO CLIENTS.",""
1931981,"IMPLEMENTATION OF INSURANCE SALES","DBA NAME: MAIA RISK MANAGEMENT & INSURANCE SOLUTIONS."
1913959,"DUNCAN & HALEY, LTD. ALSO OPERATES AN INSURANCE PRACTICE.  THIS POSES A CONFLICT OF INTEREST IN THAT IT COULD GIVE THE ADVISORS OF DUNCAN & HALEY, LTD. INCENTIVE TO PROVIDE RECOMMENDATIONS BASED ON COMPENSATION RECEIVED, RATHER THAN CLIENT NEEDS.",""
1963045,"MARK MEREDITH IS ALSO AN INDEPENDENT INSURANCE AND MAY OFFER INSURANCE PRODUCTS TO HIS CLIENTS.",""
1927096,"3 MEMBERS & 1 SENIOR STAFF FAMILY MEMBERS ACT INDIVIDUALLY AS FIDUCIARIES IN TRUSTS & ESTATES FOR APPLICANT'S ADVISORY CLIENTS.  SERVICES INCLUDE ESTATE ADMINISTRATION, BUSINESS COUNSEL & FINANCIAL ADMINISTRATION RENDERED FOR APPLICANT'S ADVISORY CLIENTS.",""
1958172,"ACCOUNTING SERVICES AND INSURANCE PRODUCTS","PHYSICIANS RESOURCE GROUP"
1942484,"TAX AND ACCOUNTING SERVICES THROUGH AFFILIATE; INSURANCE SALES, REGISTERED REP OF A BD","IMPLEMENTATION OF TAX, ACCOUNTING AND INSURANCE DONE THROUGH AFFILIATE; REGISTERED REP OF USA FINANCIAL SECURITIES, INC."
1949115,"IMPLEMENTATION OF INSURANCE RECOMMENDATIONS","INDIVIDUAL CAPACITY"
1949648,"PLEASE SEE SCHEDULE D - MISCELLANEOUS",""
1952955,"IMPLEMENTATION OF COMMISSIONABLE INSURANCE RECOMMENDATIONS.","INSURANCE RECOMMENDATIONS ARE IMPLEMENTED THROUGH THE INDIVIDUAL."
1934109,"LARRY MATHIS FINANCIAL PLANNING, L.L.C. IS ALSO A LICENSED INSURANCE AGENCY AND MAY OFFER VARIOUS FIXED INSURANCE PRODUCTS TO THE PUBLIC.",""
1927470,"TAX SERVICES AND INSURANCE PRODUCTS",""
1953183,"CONSULTING SERVICES",""
1950039,"TENNESSEE VALLEY ASSET MANAGEMENT PARTNERS IS ALSO LICENSED AS AN INSURANCE AGENCY FOR THE SALE OF FIXED INSURANCE AND ANNUITIES.",""
1952341,"PERSONAL FINANCIAL SERVICES.","OCTAVIA GROUP"
1924963,"THE ADVISER ALSO PROVIDES LIFE INSURANCE SERVICES TO ITS CLIENTS.","N/A"
1962480,"COMMISSIONABLE PRODUCTS","INDIVIDUAL CAPACITY"
1962033,"LIFE, HEALTH AND ACCIDENT, LONG-TERM CARE INSURANCE",""
1945988,"WE PROVIDE CUSTODY SERVICES THROUGH OUR QUALIFIED SUB-CUSTODIAN, SEI PRIVATE TRUST COMPANY.",""
1923227,"TPC OFFERS TAX PLANNING SERVICES WITH AN IN-HOUSE CPA. ONLY EXISTING TAX CLIENTS AND FINANCIAL PLANNING CLIENTS CAN RECEIVE THIS SERVICE--NEW ACCOUNTING CLIENTS OUTSIDE OF THE FINANCIAL PLANNING CLIENTS ARE NOT ENGAGED.",""
1915006,"1)CORPORATE RELATIONS:  WE CONNECT INVESTORS WITH JAPANESE COMPANIES AND ALSO OFFER QUALIFIED BESPOKE VISIT ARRANGEMENTS, PROPOSALS, EXECUTIONS, AND LOGISTICS.  2) PLACEMENT AGENT: WE SUPPORT RELATIONSHIPS WITH FOREIGN FUNDS TO JAPAN INVESTORS.",""
1963173,"FAMILY OFFICE SERVICES.",""
1961793,"SAME AS 6.B2",""
1957223,"REGISTRANT PROVIDES INCOME TAX PREPARATION SERVICES.",""
1962099,"FACILITATE FAMILY MEETING, LEGACY PLANNING, COMPANY BENEFITS PLANS, DIVORCE, EMPLOYMENT NEGOTIATIONS, BUY/SELL AGREEMENT, EDUCATIONAL WORKSHOP, SETTLEMENT ACTIVITIES, EDUCATION FOR CHILDREN",""
1938793,"DORSEY, WRIGHT & ASSOCIATES, LLC. SELLS IMPERSONAL RESEARCH SERVICES AS DISCLOSED ON ADV 2A.",""
1954039,"BROKERAGE PRODUCTS",""
1944067,"COMMISSIONABLE INSURANCE AND SECURITIES","INDIVIDUAL NAME/CAPACITY"
1959596,"THROUGH AN INDEPENDENT CONTRACTOR, HEIKE LAW OFFICES LLC, GVA CLIENTS MAY ENTER INTO CERTAIN LEGAL SERVICES AGREEMENTS. CLIENTS MAY ENTER INTO AN AGREEMENT WITH INDEPENDANT CONTRACTOR NORTHPOINT ACCOUNTING & TAX TO RECEIVE ACCOUNTING AND TAX SERVICES.",""
1935276,"TAX RETURN PREPARATION AND FILING",""
1959727,"INSURANCE PRODUCTS","HORAN SECURITIES, INC."
1956959,"KATHMERE CAPITAL MANAGEMENT, LLC IS AN INSURANCE AGENCY ENGAGED IN THE FOLLOWING LINES OF BUSINESS: ACCIDENT AND HEALTH, LIFE AND FIXED ANNUITIES, AND VARIABLE LIFE/VARIABLE ANNUITY.",""
1955519,"COMMISSIONABLE INSURANCE PRODUCTS.","INSURANCE- INDIVIDUAL CAPACITY. TAX- AFFINITY TAX LLC."
1958372,"ACTUARIAL AND CONSULTING SERVICES FOR EMPLOYER SPONSORED BENEFIT PLANS.",""
1943792,"INSURANCE PRODUCTS",""
1933920,"RECOMMENDATIONS OF COMMISSIONABLE INSURANCE AND SECURITIES","INDIVIDUAL NAME/CAPACITY"
1949298,"BROKERAGE SERVICES","BROKERAGE SERVICES AT PLANMEMBER SECURITIES CORPORATION"
1949292,"PAUL WINKLER BOOKS",""
1951623,"INSURANCE THROUGH AFFILIATE FOCUS RISK SOLUTIONS. UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR CLIENTS.  DUE TO SPACE CONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D-MISCELLANEOUS FOR MORE INFORMATION",""
1951147,"WE ENGAGE IN A SUITE OF TAX PLANNING AND SERVICES INCLUDING: INDIVIDUAL TAX PLANNING AND PREPARATION BUSINESS TAX PLANNING AND COMPLIANCE CORPORATE TAX RETURNS TAX CONSULTING  TAX COMPLIANCE REVIEW TAX RESOLUTION REPRESENTATION",""
1937723,"IT CONSULTING. WEB DEVELOPMENT. MOBILE APPLICATIONS DEVELOPMENT.",""
1940715,"RECOMMENDATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS.","INDIVIDUAL CAPACITY."
1951439,"INSURANCE RECOMMENDATIONS","INDIVIDUAL NAME/CAPACITY"
1943949,"BUSINESS SUCCESSION AND EXIT PLANNING, CASH MANAGEMENT SERVICES.",""
1928430,"TAX PREPARATION AND TAX RETURN FILING SERVICES.",""
1945657,"MR. ADAMSON IS THE MANAGING MEMBER AND OWNER OF TBDD MANAGEMENT CO, LLC, TBDD PERFORMANCE GP, LLC AFFILIATED ENTITIES THAT SEEKS PRIVATE (NON-PUBLICLY-TRADED) INVESTMENT OPPORTUNITIES. THESE PRIVATE INVESTMENT OPPORTUNITIES ARE ALSO OFFERED TO AGP CLIENTS.","TBDD MANAGEMENT CO, LLC, TBDD PERFORMANCE GP, LLC AND TBDD PERFORMANCE LP."
1941746,"FINANCIAL PLANNING",""
1954800,"AT A CLIENT'S REQUEST, RMC WILL PROVIDE ADMINISTRATIVE, RECORDKEEPING AND BILL PAYING SERVICES TO THE CLIENT","RMC FINANCIAL SERVICES, INC."
1963122,"FAMILY OFFICE SERVICES.",""
1942604,"SOME EMPLOYEES OF STONEBRIDGE FINANCIAL GROUP ARE INDEPENDENT LICENSED INSURANCE AGENTS AND/OR REGISTERED REPRESENTATIVES OF BROKER/DEALER FIRMS MAY OFFER INSURANCE PRODUCTS OR BROKER/DEALER SERVICES TO THEIR CLIENTS.",""
1945486,"THE ADVISER IS A LICENSED INSURANCE AGENCY AND RECOMMENDS INSURANCE PRODUCTS TO ITS ADVISORY CLIENTS, WHERE APPROPRIATE. CUSTOMARY COMMISSIONS FOR INSURANCE ARE PAID TO THE INDIVIDUAL AGENT (IAR OF ADVISOR) OR TO MADRONA INSURANCE SERVICES, AN AFFILIATE.",""
1962071,"HEALTH INSURANCE, LIFE INSURANCE, AND VARIABLE ANNUITIES","STEPHEN C LYNCH OR KYLE K LYNCH"
1962620,"INSURANCE AND SECURITIES PRODUCTS","CENTER FOR FINANCIAL PLANNING II, LLC"
1963217,"THREE OF LAW AND ASSOCIATES, INC.'S ASSOCIATED PERSONS ARE REGISTERED REPRESENTATIVES OF RAYMOND JAMES FINANCIAL SERVICES, INC., A REGISTERED BROKER-DEALER. IN THIS CAPACITY, THE REGISTERED REPRESENTATIVES SELL SECURITIES AND INSURANCE PRODUCTS.",""
1956741,"INSURANCE PRODUCTS AND FINANCIAL PLANNING AVAILABLE THROUGH IARS OF THE FIRM",""
1963375,"FIXED INSURANCE PRODUCTS; 403(B) LOAN PROCESSING.",""
1961892,"UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS. OUR AFFILIATE, FOCUS RISK SOLUTIONS, LLC, ASSISTS OUR CLIENTS WITH REGULATED INSURANCE SALES ACTIVITY.  PLEASE REFER TO SCHEDULE D - MISC - FOR MORE INFORMATION ABOUT UPTIQ.",""
1928352,"BROKER-DEALER AND INSURANCE PRODUCTS","BROKER DEALER PRODUCTS THROUGH PURSHE KAPLAN STERLING INVESTMENTS, INCURANCE IN AN INDIVIDUAL CAPACITY"
1931183,"WE SERVICE PRIVATE INVESTMENT PARTNERSHIPS","PPB CAPITAL PARTNERS LLC"
1944517,"INSURANCE","BOYD INSURANCE SERVICES, LLC"
1928494,"RECOMMENDATION OF INSURANCE PRODUCTS THAT DO NOT REQUIRE SECURITIES REGISTRATION AND/OR SECURITIES LICENSING","ARMSTRONG INSURANCE GROUP, INC."
1960279,"IMPLEMENTATIONS OF INSURANCE RECOMMENDATIONS AND REFERRAL OF COMMISSIONABLE SECURITIES","INDIVIDUAL CAPACITY OF ADVISORY PERSONS"
1959231,"INSURANCE PRODUCTS AND REGISTERED REPRESENTATIVE OF A BROKER DEALER",""
1932948,"AS AN ACCOUNTANCY CORPORATION REGISTERED IN THE STATE OF CALIFORNIA, LICENSED STAFF MAY PROVIDE TAX PLANNING AND PREPARATION SERVICES TO ADVISORY CLIENTS. STAFF WITH CURRENT INSURANCE LICENSING MAY ALSO PROVIDE INSURANCE ADVICE TO ADVISORY CLIENTS.",""
1953357,"ILLIQUID SECURITIES PRICING & IMPAIRMENT ANALYSIS, 3RD PARTY PRICING VALIDATIONS, ALM CONSULTING, MUNCIPAL BOND CREDIT EVALUATION/ANALYSIS, MONITOR EXTERNAL ADVISORY PERFORMANCE, FINANCIAL PLANNING. CONSULTING FEES ARE FIXED & NEGOTIABLE.",""
1929913,"INSURANCE",""
1950074,"WE PROVIDE FINANCIAL PLANNING SERVICES WHICH MAY INCLUDE TAX AND ESTATE PLANNING, RETIREMENT PLANNING, EDUCATION PLANNING, INVESTMENT PLANNING, AND PREPARATION OF TAX RETURNS.",""
1952690,"TAX PREPARATION AND ACCOUNTING SERVICES",""
1958428,"NO SERVICES BESIDES THOSE LISTED IN SECTION 6.B.(2).",""
1944810,"TAX PLANNING AND PREPARATION AND INSURANCE","INSURANCE - PEAK BROKERAGE SERVICES, LLC. TAX PLANNING AND PREPARATION - PLUS TAX, INC."
1959538,"COMMISSIONABLE INSURANCE SALES","INDIVIDUAL CAPACITY"
1961873,"COMMISSIONABLE INSURANCE AND SECURITIES","INDIVIDUAL NAME/CAPACITY"
1963429,"TAX PLANNING AND FINANCIAL PLANNING","HOLISTIC TAX SOLUTIONS, LLC"
1955948,"INSURANCE PRODUCTS & TAX PREPARATION SERVICES",""
1938749,"INSURANCE PRODUCTS AS A LICENSED INSURANCE AGENT",""
1924682,"TAX RETURN PREPARATION",""
1937923,"RECOMMENDATION OF COMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL NAME/CAPACITY"
1945328,"SUBADVISOR TO AN EXCHANGE TRADED FUND.",""
1951452,"INSURANCE",""
1959812,"A PLAN SPONSOR MIGHT UTILIZE OUR LICENSED GENERAL LINES AGENT FOR THE SALE OF INSURANCE PRODUCTS.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE AGENT (INSURANCE BROKER) AND COMMISSIONED TO RPS."
1938897,"INSURANCE SALES","NOT APPLICABLE"
1944589,"AS AN ACCOMMODATION TO CERTAIN CLIENTS THE COMPANY, BOTH DIRECTLY AND THROUGH OLD DOMINION CLIENT SERVICES LLC (""ODCS""), OUR WHOLLY-OWNED SUBSIDIARY, PROVIDES BILL PAYING SERVICES.  NEITHER THE COMPANY NOR ODCS CHARGES A SEPARATE FEE FOR THIS SERVICE.","OLD DOMINION CLIENT SERVICES, LLC"
1946693,"IMPLEMENTATION OF INSURANCE SALES","INSURANCE SALES IMPLEMENTED THROUGH THE INDIVIDUAL"
1958014,"FIXED INSURANCE SALES",""
1938371,"SELLING/ADVISING ON INSURANCE",""
1941806,"LIFE INSURANCE BOTH TERM AND WHOLE LIFE. ESTATE PLANNING: PROVIDE ADVICE, REVIEW WITH ATTORNEY, DELIVER DOCUMENTS, FUND TRUSTS, AND SETTLE ESTATES ON A FEE BASIS.",""
1958416,"SELL SHARES OF THE CRM MUTUAL FUNDS, MASTER LP, UCITS AND CIT TO CLIENTS",""
1958556,"INSURANCE PRODUCTS AND SERVICES","INSURANCE PRODUCTS AND SERVICES IN SEPARATE CAPACITY BY LICENSED INSURANCE AGENT."
1926220,"WE PROVIDE REFERENCE DATA, ANALYTICS, AND THIRD PARTY VALUATION SERVICES.",""
1963345,"TAX COMPLIANCE, AUDIT ASSISTANCE, ACCOUNTING, TAX PREPARATION",""
1961850,"DIRECT INSURANCE SALES.",""
1962364,"INSURANCE PRODUCTS ARE OFFERED TO SOME CLIENTS AND SMALL BUSINESS ACCOUNTING SERVICES ARE OFFERED",""
1929236,"TAX PREPARATION SERVICES OFFERED UNDER THE FIRM'S NAME, NO OTHER BUSINESS NAME.",""
1956945,"INSURANCE PRODUCTS AND SERVICES TRUST SERVICES RETIREMENT PLAN SERVICES","ARGENT INSURANCE, LLC ARGENT TRUST COMPANY ARGENT RETIREMENT PLAN ADVISORS, INC."
1955199,"TRIUNE IAR'S PROVIDE FINANCIAL PLANNING, INVESTMENT ADVISORY AND RETIREMENT PLAN CONSULTING SERVICES AND ARE ALSO LICENSED FOR THE SALE OF LIFE AND HEALTH INSURANCE, IN APPLICABLE STATES.",""
1938264,"ASSOCIATED PERSONS OF SPC (1) MAY BE REGISTERED REPRESENTATIVES OF SPC'S BROKER-DEALER AFFILIATES; (2) MAY BE INDEPENDENT INSURANCE AGENTS WHO OFFER INSURANCE PRODUCTS; AND/OR (3) MAY BE ENGAGED IN OTHER APPROVED OUTSIDE BUSINESS ACTIVITIES.",""
1962564,"PROVIDE INTERNET BASED INVESTMENT ANALYTICAL SOFTWARE","THE E-VALUATOR, LLC"
1945578,"THE FIRM ALSO RECOMMENDS BROKERAGE SERVICES THROUGH THE AFFILIATED BROKER-DEALER AND FIXED INSURANCE PRODUCTS THROUGH THE AFFILIATED INSURANCE AGENCY.","BROKERAGE SERVICES THROUGH GLP INVESTMENT SERVICES, LLC AND FIXED INSURANCE PRODUCTS THROUGH GLP & ASSOCIATES, INC."
1950415,"LIFE INSURANCE AND FIXED ANNUITIES",""
1963510,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
1948538,"MOSLEY INSURANCE AND FINANCIAL SERVICES",""
1952698,"INCIDENTAL CONSULTING.",""
1943752,"UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS.  FOCUS RISK SOLUTIONS, LLC, ASSISTS OUR CLIENTS WITH REGULATED INSURANCE SALES ACTIVTY. DUE TO SPACE CONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION.",""
1952336,"INSURANCE PRODUCTS",""
1957557,"FINANCIAL PLANNING",""
1947213,"TERM LIFE AND LONG-TERM CARE INSURANCE PRODUCT","NANCY CHALLENGER"
1962009,"INSURANCE TAX PREPARATION BOOKKEEPING SERVICES",""
