"FilingID","Other Products and Services","Business Name"
2003846,"THE FIRM IS ALSO A REGISTERED BROKER DEALER, AND IN THIS CAPACITY WILL SELL PRODUCTS AND MAY EARN A COMMISSION OR MARKUP. IN ITS CAPACITY AS AN INSURANCE AGENCY THE FIRM WILL ALSO OFFER INSURANCE PRODUCTS.",""
1992606,"FAMILY OFFICE SERVICES, INCLUDING ASSISTANCE WITH BANKING, ACCOUNTING, TAX FILINGS, ESTATES AND WILLS, LEGAL, INSURANCE, REAL ESTATE, MARKETING, CONCIERGE SERVICES, AND BUSINESS FORMATION AND MANAGEMENT.","AUGUST GROUP LEGACY AUGUST GROUP LIFESTYLE"
2003172,"THE ADVISER ALSO PROVIDES LIFE INSURANCE SERVICES TO ITS CLIENTS.","N/A"
2000554,"THROUGH THE BROKER DEALER RELATIONSHIP WITH M HOLDINGS SECURITIES, INC., VARIABLE LIFE, VARIABLE ANNUITIES, MUTUAL FUNDS,GENERAL SECURITIES, ALTERNATIVE INVESTMENTS ARE SOLD.",""
1991805,"REPRESENTATIVES OF THE FIRM ARE CPAS, LICENSED INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO THEIR CLIENTS.   AS AN ADDITIONAL SERVICE, THE COMPANY HAS AN IN-HOUSE CPA THAT CONTRACTS WITH ADVISORY CLIENTS ON A FLAT RATE BASIS FOR TAX PREP SERVICES",""
2003201,"SOME REPRESENTATIVES OF THE FIRM ARE LICENSED INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO CLIENTS.",""
2003207,"SALE OF INSURANCE PRODUCTS AND PROVISION OF TAX AND ACCOUNTING SERVICES",""
2001075,"KNOLLWOOD INVESTMENT ADVISORY, LLC OFFERS MULTI-FAMILY OFFICE SERVICES INCLUDING GENERAL ADMINISTRATION SERVICES (ACCG/FINL,AUDIT,BILL PYT,FUND TRFR,CASH MGT,BUDGETS,TAX PLAN,MONITOR CUSTODIAN,COORDINATE PROF SVCS / BUSINESS SVCS (PAYROLL,HR,IT,RISK MGT)",""
2003897,"WE PROVIDE FAMILY OFFICE SERVICES SUCH AS FINANCIAL PLANNING AND BILL PAY SERVICES. WE ALSO PROVIDE FUND OPERATION SUPPORT TO UNAFFILIATED PRIVATE FUNDS.",""
2004145,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
2004180,"FINANCIAL PLANNING","NA"
2004216,"WENDY MARSDEN ALSO PREPARES TAX RETURNS FOR A LIMITED NUMBER OF CLIENTS LEFTOVER FROM A PREVIOUS PRACTICE.","TEA & TAXES COMPANY"
2004248,"RIA",""
2004252,"BROKER DEALER SERVICES",""
2004200,"RECOMMENDATIONS OF COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL NAME/CAPACITY"
2004434,"REAL ESTATE CONSULTING AND PLANNING",""
2003486,"HM INTERNATIONAL PROVIDES TAX, FINANCIAL REPORTING AND ADMINISTRATIVE SERVICES TO BOTH ITS POOLED INVESTMENT FUND CLIENTS AND OTHER NON-INVESTMENT ADVISORY ENTITIES.  MANAGEMENT OVERSIGHT IS PROVIDED TO CERTAIN NON-INVESTMENT ADVISORY OPERATING COMPANIES.",""
2005319,"CERTAIN REPRESENTATIVES WILL SELL FIXED INSURANCE OR FIXED ANNUITY PRODUCTS AS LICENSED INSURANCE AGENTS.",""
2005164,"AS A BROKER-DEALER, ESI MAY SELL STOCKS, BONDS, MUTUAL FUNDS, UNIT INVESTMENT TRUSTS, VARIABLE ANNUITIES, VARIABLE LIFE, DIRECT PARTICIPATION PROGRAMS, REAL ESTATE INVESTMENT TRUSTS, AND OTHER SECURITIES PRODUCTS FOR COMPENSATION TO CLIENTS.",""
1992854,"RECOMMENDATION OF INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
2003288,"INSURANCE PRODUCTS",""
2003676,"RECOMMENDATION OF COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
2003968,"RECOMMENDATIONS FOR INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1996883,"INSURANCE PRODUCTS","SEPARATE CAPACITY AS INDIVIDUALLY LICENSED INSURANCE AGENT"
2003059,"INSURANCE",""
1996235,"IMPLEMENTATION AND SALE OF COMMISSION INSURANCE PRODUCTS",""
2004042,"IMPLEMENTATIONS OF INSURANCE RECOMMENDATIONS AND COMMISSIONABLE SECURITIES","INSURANCE IMPLEMENTED THROUGH THE INDIVIDUAL; COMMISSIONABLE SECURITIES THRU INDIVIDUAL / PRIVATE CLIENT SERVICES, LLC"
2003163,"CONSOLIDATED REPORTING-ONLY SERVICES",""
2004089,"INSURANCE PRODUCTS & SERVICES","INSURANCE PRODUCTS & SERVICES"
2002762,"SERVICES RELATING TO ITS CAPACITY AS A BROKER-DEALER, FUTURES COMMISSION MERCHANT, REGISTERED SECURITY-BASED SWAP DEALER, AND CFTC SWAP DEALER.",""
2003889,"ASSOCIATED PERSONS ARE LICENSED INSURANCE AGENTS AND IN THEIR INDIVIDUAL CAPACITIES SELL INSURANCE PRODUCTS THROUGH VARIOUS INSURANCE AGENCIES. INDIVIDUALS SELL SECURITIES IN THEIR CAPACITIES AS REGISTERED REPRESENTATIVES OF MUTUAL SECURITIES, INC.",""
2004569,"FINANCIAL PLANNING.","N/A"
2004591,"PLEASE SEE THE ""TYPES OF BUSINESS"" ITEMIZED IN BOFA SECURITIES, INC.'S DETAILED REPORT (FROM THE FIRM'S FORM BD) AVAILABLE ON FINRA'S BROKERCHECK WEBSITE AT HTTPS://BROKERCHECK.FINRA.ORG.",""
2004629,"THE FIRM IS A REGISTERED BROKER/DEALER AND INSURANCE AGENCY OFFERING SECURITIES AND INSURANCE PRODUCTS",""
2004651,"INSURANCE SERVICES",""
2004800,"BROKERAGE ACCOUNTS, INDIVIDUAL EQUITIES, BONDS, MUTUAL FUNDS, EXCHANGE TRADED FUNDS, LIFE AND HEALTH INSURANCE, ANNUITIES AND STRUCTURED PRODUCTS.",""
2004806,"TAX AND ACCOUNTING SERVICES, INSURANCE PRODUCTS",""
2004815,"TAX AND ACCOUNTING SERVICES, INSURANCE PRODUCTS",""
2004831,"SOME REPRESENTATIVES OF THE FIRM ARE LICENSED INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO CLIENTS.",""
2004846,"RECOMMENDATION OF INSURANCE PRODUCTS.","INDIVIDUAL CAPACITY."
2003812,"EXECUTION SERVICES; COMMISSION RECAPTURE SERVICES",""
2004938,"FULL RANGE OF SERVICES (TECHNOLOGY, ADMINISTRATIVE AND INVESTMENT SERVICES, TO FINANCIAL MARKET PARTICIPANTS) SIMC ALONG WITH ITS AFFILIATES PROVIDES A WIDE RANGE OF ADVISORY-RELATED SERVICES TO DIFFERENT MARKET SEGMENTS AS DESCRIBED IN PART 2 DOCUMENTS",""
2004689,"SOME REPRESENTATIVES OF THE FIRM ARE LICENSED INDEPENDENT INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO CLIENTS. SOME REPRESENTATIVE OF THE FIRM ARE REGISTERED REPRESENTATIVES OF A NON-AFFILIATED BROKER DEALER AND MAY OFFER SECURITIES TO CLIENTS.",""
2004832,"BROKERAGE SERVICES,CASH MANAGEMENT SERVICES, NEW ISSUE DISTRIBUTION,TRADING, FOREIGN EXCHANGE, ANNUITY & INSURANCE PRODUCTS, WEALTH PLANNING, RETIREMENT PLAN SERVICES, FIDUCIARY SERVICES, ADMINISTRATIVE SERVICES,AND BANKING SERVICES PROVIDED BY AFFILIATES.",""
2005473,"INSURANCE AGENCY OFFERING INSURANCE PRODUCTS TAX PREPARATION SERVICES","CAPITAL A INSURANCE, LLC CAPITAL A TAX SOLUTIONS, LLC"
2006088,"FULL SERVICE BROKER DEALER INSURANCE BROKER",""
2004132,"INSURANCE PRODUCTS",""
2006166,"TAX PREPARATION SERVICES","COMPREHENSIVE TAX SERVICES LLC"
2004328,"WE ARE LICENSED TO SELL INSURANCE PRODUCTS AND SERVICES TO CLIENTS.","THIS ACTIVITY IS CONDUCTED UNDER THE SAME NAME."
2002678,"COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1999896,"INSURANCE PRODUCTS",""
1988463,"INSURANCE PRODUCTS","N/A"
2004872,"IMPLEMENTATIONS OF COMMISSIONABLE INSURANCE AND SECURITIES PRODUCTS",""
2004387,"COMMERCIAL MORTGAGE LOAN (CML) UNDERWRITING, PRODUCTION AND LOAN SERVICING, REAL ESTATE SERVICES FOR REO PROPERTIES, MARKETING AND OTHER SERVICES RELATED TO CML, AND ADMINISTRATION OF LOAN SALE AND LOAN PARTICIPATION PROGRAMS.",""
2006278,"DAVENPORT OFFERS FINANCIAL SERVICES THAT INCLUDE ASSET MANAGEMENT, INSURANCE PRODUCTS, FIXED INCOME, MARKET COMMENTARY, INSTITUTIONAL SALES, CORPORATE AND PUBLIC FINANCE, AND PERSONAL WEALTH MANAGEMENT.","DAVENPORT FINANCIAL ADVISORS"
2006331,"IMPLEMENTATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS","INDIVIDUAL CAPACITY/PURSHE KAPLAN STERLING INVESTMENTS"
2005855,"IMPLEMENTATION OF INSURANCE SALES","INSURANCE IMPLEMENTED THROUGH THE INDIVIDUAL"
2006935,"THROUGH AN INDEPENDENT CONTRACTOR, HEIKE LAW OFFICES LLC, GVA CLIENTS MAY ENTER INTO CERTAIN LEGAL SERVICES AGREEMENTS. CLIENTS MAY ENTER INTO AN AGREEMENT WITH INDEPENDANT CONTRACTOR NORTHPOINT ACCOUNTING & TAX TO RECEIVE ACCOUNTING AND TAX SERVICES.",""
2007021,"THURSTON SPRINGER ADVISORS WILL OFFER INSURANCE PRODUCTS TO CLIENTS AND WILL REFER BROKERAGE BUSINESS TO THURSTON SPRINGER FINANCIAL",""
2007035,"WILSHIRE PROVIDES INVESTMENT ANALYTICS PRODUCTS AND SERVICES.",""
2007073,"RECOMMENDATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS.","INDIVIDUAL CAPACITY."
2007086,"INSURANCE PRODUCTS - LIFE, DISABILITY, AND LONG-TERM CARE",""
2005075,"INSURANCE",""
2001529,"FOR A LIMITED NUMBER OF CLIENTS WE PROVIDE FINANCIAL MANAGEMENT SERVICES INCLUDING, BUT NOT LIMITED TO, BUSINESS AND CASH MANAGEMENT.",""
2001595,"IMPLEMENTATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS","INDIVIDUAL CAPACITY/PURSHE KAPLAN STERLING INVESTMENTS"
2001259,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH OSAIC WEALTH, LLC."
2001622,"NON-ADVISORY CONSULTING SERVICES. TAX AND ACCOUNTING SERVICES. IMPLEMENTATION OF COMMISSIONABLE INSURANCE AND SECURITIES PRODUCTS. FILINGS FOR CORPORATE TRANSPARENCY ACT","ARCHFORD CONSULTING, LLC. ARCHFORD ACCOUNTING LLC. ARCHFORD FILING SERVICES, LLC. INSURANCE AND SECURITIES IN INDIV. CAPACITY."
1992041,"TAX PREPARATION AND FILING SERVICES.","SCPTAX LLC"
2003210,"IMPLEMENTATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH VARIOUS BROKER-DEALERS"
2004996,"BROKER-DEALER & INSURANCE PRODUCTS","NELSON INSURANCE AGENCY"
2005015,"CAREER COACHING, ACCOUNTING SERVICES, TAX PREPARATION SERVICES",""
2005077,"ADVISOR MAY SELL INSURANCE AS APPROPRIATE. BROKERAGE PRODUCTS ALSO OFFERED IN SEPARATE CAPACITY.  CLIENTS ARE UNDER NO OBLIGATION TO PURCHASE INSURANCE FROM ADVISOR. TAX PREPARATION SERVICES.","HENRICKSON NAUTA INSURANCE ADVISORS, LLC, BROKERAGE PRODUCTS THROUGH OSAIC."
2005160,"WE PROVIDE LIMITED, NON-INVESTMENT ADVICE WITH REGARD TO EMPLOYEE RETIREMENT PLANS.  FOR INDIVIDUAL CLIENTS, WE PROVIDE PLANNING ADVICE WHICH EXTENDS BEYOND INVESTMENT CONSULTING.",""
2004984,"PENDER CAPITAL MANAGEMENT, LLC, THE FUNDS IT MANAGES EACH ARE ENGAGED IN DIFFERENT ASPECTS OF THE BUSINESS OF COMMERCIAL MORTGAGE LOAN ORIGINATION AND OR SERVICING.",""
2005207,"PRIVATE INVESTMENTS, MANAGEMENT OF BUSINESS AND PERSONAL ASSETS, RISK AND FAMILY OFFICE MANAGEMENT, FAMILY FOUNDATION MANAGEMENT, MULTI-GENERATIONAL LEGACY TRAINING AND A DEDICATED PROGRAM THAT FOCUSES ON WOMEN'S NEEDS SURROUNDING WEALTH.",""
2005314,"FIERA CAPITAL (UK) LIMITED IS APPOINTED AS SHARE DISTRIBUTOR IN RESPECT OF CERTAIN FUNDS",""
2005299,"CORGI STRATEGIES, LLC DESIGNS, CALCULATES, AND PUBLISHES PROPRIETARY EQUITY INDICES AND LICENSES THEM TO THIRD PARTIES.",""
2005380,"HSBC SECURITIES (USA) INC.(""HSBC SECURITIES"") SELLS INVESTMENT PRODUCTS AND VARIABLE ANNUITIES AND CAN EARN COMMISSIONS IN ITS CAPACITY AS A BROKER/DEALER. ADDITIONALLY, REPRESENTATIVES OF THE FIRM CAN ENGAGE IN THE SALE OF FIXED ANNUITIES.",""
2004688,"INSURANCE SERVICES",""
2001635,"PROVIDE CONSULTING SERVICES FOR FINANCIAL AND ESTATE PLANNING AS WELL AS TAX CONSULTING AND TAX PREPARATION.",""
2003666,"FINANCIAL PLANNING",""
2007142,"TAX AND ACCOUNTING SERVICES, INSURANCE PRODUCTS",""
2003686,"INSURANCE SALES",""
1993399,"OFFER PRIVATE FUNDS FOR BOTH INDIA NATIONALS TO BUY PRE-IPO SHARES, AND WITHIN 30-60 DAYS FOR US NATIONALS TO BUY INDIAN LISTED SHARES THROUGH A PRIVATE FUND.",""
2001668,"BROKER DEALER SERVICES",""
2001708,"BROKERAGE AND INSURANCE PRODUCTS","NORTHLAND SECURITIES, INC."
2003825,"MOSLEY INSURANCE AND FINANCIAL SERVICES",""
2003924,"THE FIRM IS ALSO A REGISTERED BROKER DEALER, AND IN THIS CAPACITY WILL SELL PRODUCTS AND MAY EARN A COMMISSION OR MARKUP. IN ITS CAPACITY AS AN INSURANCE AGENCY THE FIRM WILL ALSO OFFER INSURANCE PRODUCTS.",""
2005000,"ASSIST CLIENTS IN PURCHASING AND SELLING SECURITIES PRODUCTS.",""
2005249,"ACCOUNTING SERVICES","BRANDYWINE OAK PRIVATE TAX ADVISORY - SEE ITEM 7"
2005282,"IMPLEMENTATION OF INSURANCE SALES","INSURANCE IMPLEMENTED THROUGH THE INDIVIDUAL"
2005317,"CERTAIN REPRESENTATIVES WILL SELL FIXED INSURANCE OR FIXED ANNUITY PRODUCTS AS LICENSED INSURANCE AGENTS.",""
2005355,"IAR'S OF THE FIRM MAY SELL INSURANCE PRODUCTS  AND RECEIVE COMPENSATION.",""
2005343,"INSURANCE PRODUCTS",""
2005384,"INSURANCE",""
2001658,"RECOMMENDATION AND IMPLEMENTATION OF INSURANCE PRODUCTS AS NEEDED.",""
2001251,"SEE SCHEDULE D MISCELLANEOUS",""
2001518,"NON-ADVISORY CONSULTING SERVICES. TAX AND ACCOUNTING SERVICES. IMPLEMENTATION OF COMMISSIONABLE INSURANCE AND SECURITIES PRODUCTS. FILINGS FOR CORPORATE TRANSPARENCY ACT","ARCHFORD CONSULTING, LLC. ARCHFORD ACCOUNTING LLC. ARCHFORD FILING SERVICES, LLC. INSURANCE AND SECURITIES IN INDIV. CAPACITY."
2001551,"PALISADES HUDSON HAS SOLICITED MEMBERSHIP INTERESTS IN PRIVATE EQUITY FUNDS TO QUALIFIED PURCHASERS AS DEFINED BY THE INVESTMENT COMPANY ACT, SECTION 3(C)(7).",""
2003932,"BROKER-DEALER; INSURANCE, MARGIN LENDING",""
2005641,"SALES OF BOOK AUTHORED BY ROB SCHULZ AND PUBLISHED BY BEAU REMY PRESS",""
1997863,"SECURITIES BROKER/DEALER, SELL SECURITIES PRODUCTS AND SERVICES.",""
2005650,"ASSOCIATES PROVIDE INSURANCE PRODUCTS AND SERVICES VIA UNAFFILIATED INSURANCE COMPANIES.","WEST RIDGE INSURANCE, LLC"
2005679,"TAX PREPARATION, CTA FILING, AND FAMILY OFFICE SERVICES",""
2005694,"NARWHAL MAY ALSO PREPARE INDIVIDUAL AND CORPORATE TAX RETURNS FOR CLIENTS.  NARWHAL MAY ALSO PROVIDE CLIENTS WITH CONSULTING SERVICES ON ACCOUNTING AND TAX-RELATED MATTERS.",""
2001596,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
2001369,"SALE OF COMMISSIONABLE INSURANCE PRODUCTS",""
2001652,"INSURANCE AND BROKERAGE SERVICES",""
2001666,"TAX PREPARATION, CTA FILING, AND FAMILY OFFICE SERVICES",""
2001692,"INSURANCE",""
2001710,"INSURANCE PRODUCTS, DOCUMENT DRAFTING, TAX PLANNING AND PREPARATION, REGISTERED AGENT SERVICES","ASPIRE TAX AND ACCOUNTING , AND WISER WEALTH LLC"
2001784,"CERTAIN SUPERVISED PERSONS ARE REGISTERED REPRESENTATIVES OF AN AFFILIATED BROKER DEALER, USI SECURITIES, INC. AND/OR AN INSURANCE AGENT OF USI CONSULTING GROUP THE GENERAL INSURANCE AGENCY.",""
2005744,"CORGI STRATEGIES, LLC DESIGNS, CALCULATES, AND PUBLISHES PROPRIETARY EQUITY INDICES AND LICENSES THEM TO THIRD PARTIES.",""
2003565,"THE FIRM MAY PROVIDE CONSULTING SERVICES TO OTHER ADVISERS REGARDING BUSINESS PLANS, MARKETING PROGRAMS AND PRIVATE FUND RESEARCH. THESE SERVICES ARE PROVIDED FOR A FIXED DOLLAR FEE. WE DO NOT MAKE INVESTMENT RECOMMENDATIONS TO THESE CLIENTS.",""
2001791,"CLIENTS MAY BE OFFERED AND PURCHASE FIXED INSURANCE PRODUCTS THROUGH ANNEX INSURANCE SERVICES, LLC","ANNEX INSURANCE SERVICES, LLC"
1998705,"IN ADDITION TO INVESTMENT ADVICE, RUGGAARD & ASSOCIATES, LLC PROVIDES TAX PREPARATION AND FINANCIAL PLANNING SERVICES.",""
2001817,"INSURANCE SALES","INDEPENDENT INSURANCE AGENTS"
2001883,"THURSTON SPRINGER ADVISORS WILL OFFER INSURANCE PRODUCTS TO CLIENTS AND WILL REFER BROKERAGE BUSINESS TO THURSTON SPRINGER FINANCIAL",""
1998728,"WE PROVIDE REFERRAL SERVICES TO OTHER INVESTMENT ADVISERS",""
2005043,"UHLER VERTICH WHITE ADVISORS FINANCIAL PLANNERS MAY, FROM TIME TO TIME, OFFER INSURANCE CONTRACTS TO CLIENTS.",""
2003700,"BUSINESS ADVISORY/CONSULTING SERVICES INSURANCE PRODUCTS - FIXED FEES, NON COMMISSION","N/A"
2005120,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
2005158,"INSURANCE / PURE PROTECTION",""
2005199,"BUSINESS SUCCESSION AND EXIT PLANNING, CASH MANAGEMENT SERVICES.",""
2002386,"IMPLEMENTATIONS OF COMMISSIONABLE INVESTMENTS AND INSURANCE","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH PKS."
2004104,"LIFE INSURANCE, ALTERNATIVE INVESTMENTS, OIL & GAS EXPLORATION, MANAGED FUTURES, EQUIPMENT LEASING AND FINANCING; NON-TRADED REITS, ANNUITIES.",""
2005431,"VF TAX SERVICES MAY PREPARE TAX RETURNS FOR CURRENT VANTAGE FINANCIAL PARTNERS, LLC CLIENTS FOR A FEE.","TAX PLANNING & PREPARATION SERVICES ARE PROVIDED UNDER VF TAX SERVICES, OWNED BY THE OWNERS OF VANTAGE FINANCIAL PARTNERS, LLC"
1996990,"PROVIDE PRIVATE-LABELING SERVICES FOR RESEARCH PROVIDED TO CLIENT BANKS AND TRUST COMPANIES.",""
2005109,"LIFE INSURANCE, AUTO INSURANCE, PROPERTY AND CASUALTY INSURANCE.",""
2005686,"INSURANCE PRODUCTS AND INSURANCE TRAILS",""
2005761,"RECOMMENDATION AND IMPLEMENTATION OF  INSURANCE PRODUCTS","AS LICENSED INDIVIDUAL"
2001436,"FINANCIAL PLANNING. VENDOR SEARCH. EMPLOYEE EDUCATION SERVICES.",""
2005826,"LIFE INSURANCE, DISABILITY INSURANCE, AND ANNUITIES.",""
2005602,"REGISTERED SECURITIES WITH CHARLES SCHWAB & CO INC. INLAND CORPORATION DST 1031 EXCHANGES.",""
1996014,"RECOMMENDATION OF INSURANCE PRODUCTS","CADIA BENEFITS LLC"
2005681,"PROVIDENT PROVIDES TRUST SERVICES TO CLIENTS BY ACTING AS THE TRUSTEE OF REVOCABLE AND IRREVOCABLE TRUSTS AND PERSONAL IRAS, PROVIDING CUSTODY OF CLIENT ASSETS AND PERFORMING PERSONAL REPRESENTATIVE SERVICES.",""
2005888,"INCOME TAX RETURN PREPARATION AND REPRESENTATION","LJCOOPER TAX STRATEGIES"
2005894,"THE REGISTRANT ALSO PROVIDES THE FOLLOWING SERVICES AND PRODUCTS: PERFORMANCE MEASUREMENT REPORTING, INTERNET ACCESS TO SELECTED RESEARCH REPORTS AND INVESTMENT MANAGER DATABASES, AND ACCESS TO A PERFORMANCE BENCHMARKING CALCULATOR.",""
2005078,"MUTUAL FUND SHARES, FACE-AMOUNT CERTIFICATES, FIXED AND VARIABLE ANNUITIES, FIXED AND VARIABLE LIFE INSURANCE, 529 PLANS, CLOSED-END FUNDS, PREFERRED SECURITIES. SEE SCHEDULE D-MISCELLANEOUS FOR ADDITIONAL PRODUCTS AND SERVICES.",""
2006007,"REGISTERED SECURITIES WITH CHARLES SCHWAB & CO INC. INLAND CORPORATION DST 1031 EXCHANGES.",""
2006008,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH LPL FINANCIAL, LLC."
2006147,"FOR A COMPLETE DESCRIPTION OF OTHER PRODUCTS AND SERVICES, SEE SCH. D, MISCELLANEOUS.",""
2005955,"PERSONAL FINANCIAL PLANNING",""
2005325,"BOOK KEEPING SERVICES",""
2002135,"INSURANCE PRODUCTS, DOCUMENT DRAFTING, TAX PLANNING AND PREPARATION, REGISTERED AGENT SERVICES","ASPIRE TAX AND ACCOUNTING , AND WISER WEALTH LLC"
2000214,"DEBT SOURCING, PROPERTY MANAGEMENT (INCLUDING REVENUE MANAGEMENT AND CERTAIN SEO FUNCTIONS), CONSTRUCTION MANAGEMENT, DEVELOPMENT, DUE DILIGENCE, FUND ADMINISTRATION, ACQUISITIONS, AIFM SERVICES, INSURANCE","BRIDGE FUND FINANCIAL SERVICES LLC, BRIDGE PROPERTY MANAGEMENT LC, GOAL PROPERTY MANAGEMENT, BRIDGE SENIOR LIVING LLC"
2002094,"FIXED LIFE INSURANCE PRODUCTS, HEALTH INSURANCE, LTC, VARIABLE LIFE AND VARIABLE ANNUITIES, REITS AND OTHER ALTERNATIVES, FINANCIAL ADVISORY, PLACEMENT AGENT SERVICES",""
2000942,"SAME AS 6.B.(2).",""
2004371,"LIFE, HEALTH AND DISABILITY INSURANCE",""
2004152,"TAX AND ACCOUNTING SERVICES, INSURANCE PRODUCTS",""
2004428,"UPTIQ AND FLOURISH FACILITATE CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS.  DUE TO SPACE CONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION.",""
1982779,"1.   PENSION SERVICES 2.   TRUST SERVICES 3.   ESTATE PLANNING 4.   TAX RETURN PREPARATION 5.   FINANCIAL CONSULTING",""
2004476,"FULL SERVICE BROKER DEALER INSURANCE BROKER",""
2002646,"INSURANCE POLICIES",""
2002354,"LIFE AND LONG-TERM CARE INSURANCE SALES",""
2002583,"INSURANCE PRODUCTS",""
2002764,"BROKERAGE SERVICES, INSURANCE PRODUCTS, AND INVESTMENT CONSULTING SERVICES TO INSTITUTIONAL CLIENTS  TRADE SETTLEMENT AND SECURITIES CLEARANCE, AND CORRESPONDENT CLEARING SERVICES; PRIME BROKERAGE SERVICES; AND SECURITIES LENDING.","WELLS FARGO ADVISORS"
2002843,"PROVIDE INSURANCE SERVICES",""
2004166,"FINANCIAL EDUCATION AND RELATED SERVICES THROUGH BOLDIN.COM","NEWRETIREMENT, INC. D/B/A BOLDIN"
2005558,"LIFE INSURANCE, HEALTH INSURANCE, LONG TERM CARE INSURANCE",""
2005113,"THE SALE OF FIXED INSURANCE AND ANNUITY PRODUCTS",""
2006411,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
2003972,"TAX, ACCOUNTING, AND BUSINESS CONSULTING.","GREAT PATH TAX SERVICES"
2005967,"FINANCIAL PLANNING SERVICES, FINANCIAL AND TAX ADVISORY SERVICES",""
2000763,"JFG WEALTH MANAGEMENT, LLC PROVIDES HUMAN CAPITAL SERVICES AND FAMILY OFFICE SERVICES INCLUDING BOOKKEEPING, EXPENSE MANAGEMENT, AND BILL-PAY SERVICES.",""
2002546,"TRADE EXECUTION AS PART OF THE ADVISORY SERVICES.  NO EXTRA FEE CHARGED SINCE IT IS PART OF THE COMPLETE PACKAGE ""INVESTMENT ADVICE"".",""
2003225,"SALE OF INSURANCE PRODUCTS AND PROVISION OF TAX AND ACCOUNTING SERVICES",""
2002848,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES.",""
2003198,"FAMILY OFFICE SERVICES",""
2003244,"WE OFFER INSURANCE PRODUCTS TO OUR CLIENTS UNDER BLUE RIDGE WEALTH PLANNERS.",""
2003275,"LIFESTYLE MANAGEMENT AND MARKETING SERVICES, BILL PAY SERVICES AND CHARITABLE GIVING AND CONSULTING SERVICES.","LIFFESTYLE & MARKETING SERVICES PROVIDED UNDER NORTHROCK-X. CHARITABLE GIVING & CONSULTING SERVICES UNDER FOUNDATION X."
2001772,"PRAIRIEVIEW TAX MAY PREPARE TAX RETURNS FOR CURRENT PRAIRIEVIEW WEALTH PARTNERS, LLC CLIENTS FOR A FEE","TAX PLANNING & PREP SERVICES ARE PROVIDED UNDER PRAIRIEVIEW TAX, OWNED BY THE SAME OWNER OF PRAIRIEVIEW WEALTH PARTNERS LLC"
2001776,"ADMINISTRATIVE SERVICES.","N/A"
2004855,"ABBOTT OFFERS ADMINISTRATION SERVICES TO CLIENTS.",""
2006568,"BOOK KEEPING SERVICES",""
2006553,"PROPERTY MANAGEMENT SERVICES, RREEF MANAGES REAL PROPERTY CLIENT ASSETS.",""
1996295,"TAX PREPARATION SERVICES",""
2006742,"CRAFT ASSET MANAGEMENT AND ITS INVESTMENT ADVISOR REPRESENTATIVES ARE LICENSED TO SELL INSURANCE PRODUCTS TO THEIR CLIENTS.",""
