"FilingID","Other Products and Services","Business Name"
1981123,"TRUE WEALTH DESIGN, LLC IS AN INSURANCE AGENCY THAT OFFERS INSURANCE PRODUCTS TO ADVISORY AND NON-ADVISORY CLIENTS FOR COMMISSION-BASED COMPENSATION.","SEE SECTION 1.B. OTHER BUSINESS NAMES"
1983890,"KATHMERE CAPITAL MANAGEMENT, LLC IS AN INSURANCE AGENCY ENGAGED IN THE FOLLOWING LINES OF BUSINESS: ACCIDENT AND HEALTH, LIFE AND FIXED ANNUITIES, AND VARIABLE LIFE/VARIABLE ANNUITY.",""
1983127,"ARBOUR LANE AGENCY SERVICES, LLC MAY PROVIDE SERVICES AS ADMINISTRATIVE AGENT ON BEHALF OF LOAN SYNDICATES IN WHICH THE ADVISORY CLIENTS PARTICIPATE.",""
1982944,"PRIVATE PLACEMENTS, INSURANCE AND ANNUITIES.","N/A"
1984162,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
1984176,"RECOMMENDATION OF INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1984251,"TAX PREPARATION SERVICES",""
1980498,"MUTUAL OF OMAHA INVESTOR SERVICES, INC. IS A BROKER DEALER THAT SOLICITS THE SALE OF SECURITIES.",""
1979989,"FIXED INSURANCE PRODUCTS",""
1979796,"ACCOUNTING AND REPORTING; FINANCIAL AUDIT ASSISTANCE; ESTATE PLANNING; GOVERNANCE CONSULTING; LIFESTYLE ASSET ACQUISITION AND MANAGEMENT; PHILANTHROPIC MANAGEMENT; RISK MANAGEMENT CONSULTING; AND TAX CONSULTING.",""
1980911,"FIRMS REPS DO NOT HOLD THEMSELVES OUT AS PROVIDING INSURANCE SALES/SERVICE BUT CAN SELL LIFE INSURANCE PRODUCTS AS CLIENT ACCOMMODATION",""
1977945,"WE OFFER FINANCIAL PLANNING CONSULTING SERVICES AS OUTLINED IN OUR DISCLOSURE BROCHURE.",""
1983660,"OCM ALSO PROVIDES NOTARIAL SERVICES THROUGH THIRD-PARTY PROVIDERS. OUR PORTFOLIO MANAGER AND CHIEF COMPLIANCE OFFICER DO NOT DEDICATE TIME TO THIS SERVICE DURING U.S. TRADING HOURS.",""
1979179,"ADMINISTRATIVE SERVICES FOR FACILITATION OF STRUCTURED SETTLEMENT PAYMENTS TO PURCHASER","PH SERVICING, LLC."
1984786,"INSURANCE SERVICES AND TAX SERVICES",""
1984885,"LIFE INSURANCE, DISABILITY INSURANCE, AND ANNUITIES.",""
1982024,"TAX PLANNING SERVICES BY ACORN TAX PLANNING, INC","ACORN TAX PLANNING, INC"
1975084,"FIXED AND VARIABLE ANNUITIES, LIFE INSURANCE, DISABILITY INSURANCE, AND LONG-TERM CARE INSURANCE",""
1976172,"BUSINESS CONSULTING SERVICES TO SMALL BUSINESSES CLIENTS; DUE DILIGENCE AND ADMINISTRATIVE SERVICES FOR ALTERNATIVE INVESTMENTS FOR CLIENTS AND NON CLIENTS; FOR A SEPARATE FEE",""
1976221,"FAMILY OFFICE CONSULTING SERVICES INCLUDE INVESTMENT ADVISORY AND NON-INVESTMENT ADVISORY CONSULTATIONS.  THE LATTER INCLUDES FAMILY GOVERNANCE AND PLANNING, TRUSTS, AND RELATED AREAS.",""
1981962,"MSIIA PERFORMS THE FOLLOWING SERVICES WHICH ARE NOT DIRECTLY INV. ADVISORY IN NATURE: CONS. WITH INV. CMTES, PENS PLAN REVIEW & ANALYSIS, FIDUCIARY EDUC. & TRAINING, PLAN FEE & REVENUE ANALYSIS, VENDOR SEARCH PROJECTS, COMPANY STOCK MONITORING & PTCP. EDUC",""
1965567,"FAMILY OFFICE SERVICES",""
1985190,"IMPLEMENTATION OF COMMISSIONABLE SECURITIES AND RECOMMENDATIONS OF INSURANCE PRODUCTS.","REGISTERED REPRESENTATIVES OF PKS / INDIVIDUAL CAPACITY."
1985185,"MR. SHERWOLD IS LICENSED TO SELL INSURANCE PRODUCTS AND MAY ADVISE CLIENTS ON INSURANCE NEEDED.","G W SHERWOLD ASSOCIATES IS ALSO AN INSURANCE AGENCY."
1981054,"THE FIRM ALSO PROVIDES (I) INFORMATION SERVICES AND (II) LICENSES TO USE ITS PROPRIETARY ALGORITHMS TO THIRD PARTIES.",""
1985214,"INVESTMENT ADVISOR REPRESENTATIVES OF THE FIRM MAY ALSO BE INDEPENDENT INSURANCE AGENTS.",""
1975470,"IMPLEMENTATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH VARIOUS BROKER-DEALERS"
1985296,"THROUGH OUR SUBSIDIARIES WE PROVIDE CERTAIN INVESTMENT SOURCING AND ASSET MANAGEMENT SERVICES TO OUR ADVISORY CLIENTS AND THEIR INVESTMENTS.","AETOS JAPAN, LLC AND AETOS CAPITAL ASIA LIMITED"
1976923,"IMPLEMENTATIONS OF INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1940854,"SELLS BOOKS TO CLIENTS AUTHORED BY MR. HECKMAN.  CHARGE FOR PREPARING TAX RETURNS.",""
1977010,"OTHER PRODUCTS ARE LIMITED TO INSURANCE RELATED CONTRACTS. I.E. LIFE, DISABILITY, LONG TERM CARE, ACCOUNTING SERVICES",""
1975953,"UPTIQ FACICLITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS. OUR AFFILIATE, FOCUS RISK SOUTIONS, LLC ASSISTS OUR CLIENTS WITH REGULATED INSURANCE SALES ACTIVITY.  DUE TO SPACE CONSTRAINTS, PLEASE REFER TO SCHEDULE D MISC. FOR MORE INFORMATION",""
1973510,"INSURANCE SALES",""
1976363,"SECURITIES AND INSURANCE PRODUCTS","ARKADIOS CAPITAL"
1976410,"LIFE AND LONG-TERM CARE INSURANCE SALES",""
1976430,"PROVIDE CONSULTING SERVICES FOR FINANCIAL AND ESTATE PLANNING AS WELL AS TAX CONSULTING AND TAX PREPARATION.",""
1974490,"THE ADVISOR SELLS FUND ADMINISTRATION SERVICES FOR A FIXED FEE TO CERTAIN OF ITS FUND CLIENTS.",""
1973366,"FINANCIAL PLANNING SERVICES; TAX PLANNING AND COMPLIANCE SERVICES; ESTATE PLANNING SERVICES; EXPENSE MANAGEMENT AND BILL-PAY SERVICES; ACCOUNTING AND BANKING SERVICES; DIVORCE CONSULTING; FAMILY GOVERNANCE; PHILANTHROPY.",""
1976628,"ACCOUNTING AND ADMINISTRATIVE SERVICES PROVIDED ONLY TO ADVISORY CLIENTS IN CONNECTION WITH ADVISORY SERVICES.",""
1977118,"IT MIGHT BE NECESSARY FOR OUR LICENSED INSURANCE AGENTS TO SELL SOME FORM OF LIFE INSURANCE PRODUCT TO MEET A CLIENTS NEEDS.  AN EXAMPLE: VARIABLE OR A TERM LIFE POLICY.",""
1977108,"LPL ACTS AS A BROKER-DEALER TO ADVISORY CLIENTS AND SELLS SECURITIES AND BROKERAGE SERVICES AS A BROKER-DEALER TO ADVISORY CLIENTS. LPL MAY SELL INSURANCE PRODUCTS TO CUSTOMERS WHO ARE ALSO ADVISORY CLIENTS OF LPL.",""
1977171,"RECOMMENDATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS.","INDIVIDUAL CAPACITY."
1969673,"DAVENPORT OFFERS FINANCIAL SERVICES THAT INCLUDE ASSET MANAGEMENT, INSURANCE PRODUCTS, FIXED INCOME, MARKET COMMENTARY, INSTITUTIONAL SALES, CORPORATE AND PUBLIC FINANCE, AND PERSONAL WEALTH MANAGEMENT.","DAVENPORT FINANCIAL ADVISORS"
1974239,"COMPREHENSIVE FINANCIAL PLANNING, BILL PAYMENT AND BOOKKEEPING SERVICES",""
1968230,"TAX PREPARATION",""
1974854,"EMBER L. FLACK, PLLC, PROVIDES LEGAL SERVICES TO CLIENTS.",""
1974818,"BROKER DEALER SERVICES",""
1980465,"WE ARE LICENSED TO SELL INSURANCE PRODUCTS AND SERVICES TO CLIENTS.","THIS ACTIVITY IS CONDUCTED UNDER THE SAME NAME."
1980479,"FINANCIAL PLANNING AND CONSULTING SERVICES.  INSURANCE SERVICES AND IMPLEMENTATION THROUGH AFFILIATES.",""
1980513,"REACT PROVIDES BACKOFFICE SUPPORT",""
1980521,"SOME PERSONS PROVIDING INVESTMENT ADVICE ON BEHALF OF THE FIRM ARE LICENSED INSURANCE AGENTS.",""
1980516,"SOME IARS ARE REGISTERED REPRESENTATIVES OF A BROKER/DEALER AND LICENSED INSURANCE AGENTS AND OFFER CLIENTS THESE PRODUCTS.",""
1975681,"WE ALSO PROVIDE GENERAL FINANCIAL ADVICE AND OTHER SERVICES NOT SPECIFICALLY RELATED TO SECURITIES.  PLEASE REFER TO THE DESCRIPTION OF SERVICES OFFERED IN THE FORM ADV PART 2A FILED BY EACH OF OUR FAMILY OFFICE AND ROCKEFELLER ASSET MANAGEMENT DIVISIONS.",""
1971425,"JOHNNY R. BROWN IS LICENSED TO SELL LIFE AND HEALTH INSURANCE IN THE STATES OF ARKANSAS, ALABAMA, COLORADO, AND FLORIDA.",""
1974637,"TO SOME ADVISORY CLIENTS WE OFFER MUTUAL FUNDS AND INSURANCE PRODUCTS AS A BROKER-DEALER, THOUGH WE DO NOT CHARGE INVESTMENT ADVISORY FEES ON THOSE PRODUCTS.",""
1977568,"BROKERAGE SERVICES, INSURANCE PRODUCTS, AND INVESTMENT CONSULTING SERVICES TO INSTITUTIONAL CLIENTS  TRADE SETTLEMENT AND SECURITIES CLEARANCE, AND CORRESPONDENT CLEARING SERVICES; PRIME BROKERAGE SERVICES; AND SECURITIES LENDING.","WELLS FARGO ADVISORS"
1979677,"SOME INVESTMENT ADVISOR REPRESENTATIVES OF REGISTRANT ARE INSURANCE LICENSED AND CAN SELL INSURANCE PRODUCTS TO CLIENTS IN THIS CAPACITY.",""
1980058,"THE REGISTRANT ALSO PROVIDES PERFORMANCE MEASUREMENT REPORTING SERVICES AND ACCESS TO PROPRIETARY PERFORMANCE MONITORING AND PORTFOLIO ANALYTICS SOFTWARE.",""
1979565,"ESTATE PLANNING, TAX PREP, FINANCIAL PLANNING",""
1980092,"MWA FINANCIAL SERVICES, INC. OWNS A SUBSIDIARY, MWAGIA, A GENERAL INSURANCE AGENCY WHICH OFFERS MEDICARE PLANS, LIFE INSURANCE, LTC AND DENTAL INSURANCE.","MODERN WOODMEN GENERAL AGENCY (MWAGIA). MODERN WOODMEN OF AMERICA IS THE PARENT COMPANY OF MWA FINANCIAL SERVICES, INC."
1980126,"SOME FIRM REPRESENTATIVES MAY SELL INSURANCE PRODUCTS.",""
1980171,"ANNUITY PRODUCTS",""
1978570,"SERVICES MAY INCLUDE MATTERS NOT DIRECTLY RELATED TO INVESTMENTS; SUCH AS EVALUATION OF FINANCING CHOICES, EVALUATIONS OF PENSION OPTIONS, AND OTHER FINANCIAL CHOICES OUR CLIENTS MAY HAVE.",""
1980267,"INSURANCE PRODUCTS",""
1974736,"THE FIRM IS LICENSED AS AN INSURANCE AGENCY. THE FIRM SELLS INSURANCE PRODUCTS (LIFE, ACCIDENT, HEALTH LICENSURE)",""
1975123,"BROKER DEALER PRODUCTS AND SERVICES","N/A"
1975268,"WE PROVIDE FAMILY OFFICE SERVICES SUCH AS FINANCIAL PLANNING AND BILL PAY SERVICES. WE ALSO PROVIDE FUND OPERATION SUPPORT TO UNAFFILIATED PRIVATE FUNDS.",""
1975071,"TAX RETURN PREPARATION",""
1975272,"IMPLEMENTATION OF INSURANCE SALES","INSURANCE IMPLEMENTED THROUGH THE INDIVIDUAL"
1975359,"ADMINISTRATIVE SERVICES FOR SPECIALIZED DEFERRED GIFTS. SERVICES INCLUDE EFFECTING PERIODIC BENEFIT DISTRIBUTIONS, TAX REPORTING,AND MANAGEMENT REPORTING.",""
1975386,"IMPLEMENTATION OF LIFE AND LONG-TERM CARE INSURANCE SALES","INDIVIDUAL CAPACITY"
1973787,"NARWHAL MAY ALSO PREPARE INDIVIDUAL AND CORPORATE TAX RETURNS FOR CLIENTS.  NARWHAL MAY ALSO PROVIDE CLIENTS WITH CONSULTING SERVICES ON ACCOUNTING AND TAX-RELATED MATTERS.",""
1975299,"GA MAY PROVIDE CAPITAL MARKETS SERVICES TO PORTFOLIO COMPANIES, ISSUERS, LENDERS OR INVESTORS TO RAISE OR PLACE DEBT. GA MAY BE PAID A FEE FOR SUCH SERVICES, WHICH MAY NOT OFFSET MANAGEMENT FEES, IN ACCORDANCE WITH UNDERLYING CLIENT GOVERNING DOCUMENTS.",""
1979613,"RECOMMENDATIONS OF INSURANCE PRODUCTS","INDIVIDUAL NAME/CAPACITY"
1975623,"THE FIRM PROVIDES COMPREHENSIVE FINANCIAL PLANNING SERVICES: CASH FLOW AND NET WORTH STATEMENTS; CASH FLOW MANAGEMENT; TAX PLANNING; EDUCATION PLANNING; NON-BUSINESS RISK MANAGEMENT; AND RETIREMENT, CHARITABLE AND ESTATE PLANNING.",""
1975643,"THROUGH AN INDEPENDENT CONTRACTOR, HEIKE LAW OFFICES LLC, GVA CLIENTS MAY ENTER INTO CERTAIN LEGAL SERVICES AGREEMENTS. CLIENTS MAY ENTER INTO AN AGREEMENT WITH INDEPENDANT CONTRACTOR NORTHPOINT ACCOUNTING & TAX TO RECEIVE ACCOUNTING AND TAX SERVICES.",""
1974245,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH LPL FINANCIAL, LLC."
1980328,"SERVICES RELATING TO ITS CAPACITY AS A BROKER-DEALER, FUTURES COMMISSION MERCHANT, REGISTERED SECURITY-BASED SWAP DEALER, AND CFTC SWAP DEALER.",""
1980110,"LIFE INSURANCE PRODUCTS AND FIXED ANNUITIES.",""
1980386,"LIFE INSURANCE PRODUCTS",""
1977450,"SASHA WRIGHT IS ALSO A LICENSED INSURANCE AGENT. CERTAIN CLIENTS MAY HAVE BOTH AN INVESTMENT ADVISORY AND INSURANCE RELATIONSHIP. IN INSTANCES WHERE AN INSURANCE PRODUCT IS PURCHASED SUBSEQUENT A FINANCIAL PLAN THE FIRM HAS BEEN ENGAGED BY THE CLIENT.","N/A"
1978619,"RECONCILIATION SERVICES, ACCOUNT AGGREGATION, BILLING SERVICES, PERFORMANCE CALCULATIONS, ANALYTICS AND REPORTING",""
1975753,"INSURANCE PRODUCTS AND SERVICES OFFERED THROUGH ADVISORY REPRESENTATIVES.  HHM WEALTH ADVISORS, LLC IS NOT AN INSURANCE AGENCY.",""
1964288,"WE ENGAGE IN A SUITE OF TAX PLANNING AND SERVICES INCLUDING: INDIVIDUAL TAX PLANNING AND PREPARATION BUSINESS TAX PLANNING AND COMPLIANCE CORPORATE TAX RETURNS TAX CONSULTING  TAX COMPLIANCE REVIEW TAX RESOLUTION REPRESENTATION",""
1974677,"ANALYZE FUTURE ALSO PROVIDES CONSULTING SERVICES TO  INDIVIDUALS, BUSINESSES,OR ORGANIZATIONS TO ACHIEVE  ACHIEVING SPECIFIC OBJECTIVES. IT SPANS ACROSS MANAGEMENT, FINANCE, IT, HR, MARKETING, OPERATIONS, STRATEGY, LEGAL, COMPLIANCE, ENVIRONMENTAL, OTHERS","THE ACTIVITIES ARE ENGAGED IN THE NAME OF ANALYZE FUTURE."
1959330,"LIFE AND LONG-TERM CARE INSURANCE",""
1975935,"LIFE INSURANCE, LONG TERM CARE AND MEDICAL HEALTH INSURANCE VARIABLE LIFE PRODUCTS",""
1967695,"WE SELL INSURANCE PRODUCTS - LONG-TERM CARE AND LIFE INSURANCE. IT REPRESENTS LESS THAN 1% OF OUR BUSINESS.",""
1980182,"INSURANCE / PURE PROTECTION",""
1979894,"CONSULTING SERVICES;PROVIDE ADVICE THAT IS NOT SPECIFIC TO ANY PARTICULAR INVESTMENT;PROP LENDING & BDSP; INSURANCE PRODUCTS SALES TO ADVISORY CLIENTS;C MUNI ADVISORY SVC; PROMOTOR/HARD DOLLAR; FINANCIAL PLANNING; ESTATE/TRUST ADMIN",""
1978027,"RECOMMENDATION OF INSURANCE PRODUCTS","SPWM INSURANCE AGENCY LLC, INDIVIDUAL CAPACITY"
1980278,"SERVICES MAY INCLUDE MATTERS NOT DIRECTLY RELATED TO INVESTMENTS; SUCH AS EVALUATION OF FINANCING CHOICES, EVALUATIONS OF PENSION OPTIONS, AND OTHER FINANCIAL CHOICES OUR CLIENTS MAY HAVE.",""
1980348,"JACOB SALOMON MAY EARN COMMISSION BASED COMPENSATION SELLING VARIABLE ANNUITIES, FIXED ANNUITIES, LIFE INSURANCE OR LONG TERM CARE INSURANCE",""
1980352,"ADVISOR MAY SELL INSURANCE AS APPROPRIATE. BROKERAGE PRODUCTS ALSO OFFERED IN SEPARATE CAPACITY.  CLIENTS ARE UNDER NO OBLIGATION TO PURCHASE INSURANCE FROM ADVISOR. TAX PREPARATION SERVICES.","HENRICKSON NAUTA INSURANCE ADVISORS, LLC, BROKERAGE PRODUCTS THROUGH OSAIC."
1980007,"PROPERTY MANAGEMENT SERVICES, RREEF MANAGES REAL PROPERTY CLIENT ASSETS.",""
1982570,"1) IMPLEMENTATION OF COMMISSIONABLE SECURITIES RECOMMENDATIONS 2) IMPLEMENTATION OF INSURANCE AND TAX SERVICES","1) INDIVIDUAL NAME AS REGISTERED REPRESENTATIVE OF LPL FINANCIAL, LLC 2) COLONIAL RIVER FINANCIAL, LLC"
1982697,"FINANCIAL PLANNING AND CONSULTING SERVICES RANGING FROM CASH BUDGETING TO LIFESTYLE MANAGEMENT SERVICES.",""
1982719,"AFFILIATES OF WEALTHCARE ASSET MANAGEMENT, LLC SELL INSURANCE PRODUCTS AND TAX STRATEGY CONSULTING TO ADVISORY CLIENTS.","AMERICAN TAX STRATEGIES, LLC"
1982488,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES.","INSURANCE SALES IMPLEMENTED THROUGH INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH PROCYON RISK, LLC."
1982898,"FOR A COMPLETE DESCRIPTION OF OTHER PRODUCTS AND SERVICES, SEE SCH. D, MISCELLANEOUS.",""
1980740,"LIFE INSURANCE, ANNUITIES, DISABILITY INSURANCE, AND LONG TERM CARE",""
1968944,"COMMISSION BASED INSURANCE PRODUCTS. IMPLEMENTATION OF COMMISSIONABLE SECURITIES RECOMMENDATIONS","INSURANCE SALES THROUGH THE INDIVIDUAL. CABIN SECURITIES, INC."
1975972,"SALE OF COMMISSIONABLE PRODUCTS. ENTREPRENEURIAL COACHING.","INDIVIDUAL CAPACITY. ENTREPRENEURIAL COACHING DONE THROUGH GERBER ENTREPRENEUR, LLC."
1975983,"REGISTRANT PROVIDES BROAD-BASED FINANCIAL PLANNING ADVICE. REGISTRANT ALSO OCCASIONALLY PROVIDES DATE-OF-DEATH VALUATIONS FOR ESTATE RESOLUTIONS.",""
1977744,"REGISTERED SECURITIES AND INSURANCE PRODUCTS",""
1977879,"SOME REPRESENTATIVES OF THE FIRM ARE LICENSED INDEPENDENT INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO CLIENTS. SOME REPRESENTATIVE OF THE FIRM ARE REGISTERED REPRESENTATIVES OF A NON-AFFILIATED BROKER DEALER AND MAY OFFER SECURITIES TO CLIENTS.",""
1978318,"FOR A COMPLETE DESCRIPTION OF OTHER PRODUCTS AND SERVICES, SEE SCH. D, MISCELLANEOUS.",""
1978438,"PLEASE SEE THE ""TYPES OF BUSINESS"" ITEMIZED IN BOFA SECURITIES, INC.'S DETAILED REPORT (FROM THE FIRM'S FORM BD) AVAILABLE ON FINRA'S BROKERCHECK WEBSITE AT HTTPS://BROKERCHECK.FINRA.ORG.",""
1976594,"SAME AS 6(B)(2)",""
1950501,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
1982322,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
1985476,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
1985499,"REGISTERED SECURITIES WITH CHARLES SCHWAB & CO INC. INLAND CORPORATION DST 1031 EXCHANGES.",""
1976958,"SOME REPRESENTATIVES OF THE FIRM ARE LICENSED INDEPENDENT INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO CLIENTS. SOME REPRESENTATIVE OF THE FIRM ARE REGISTERED REPRESENTATIVES OF A NON-AFFILIATED BROKER DEALER AND MAY OFFER SECURITIES TO CLIENTS.",""
1977032,"INSURANCE PRODUCTS (LIFE, DISABILITY AND LTC)",""
1976688,"UPTIQ AND FLOURISH FACILITATE CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS.  DUE TO SPACE CONSTRAINTS HERE, PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION.",""
1977050,"SOME REPRESENTATIVES MAY BE REGISTERED REPRESENTATIVES OF A BROKER DEALER AND LICENSED INSURANCE AGENTS.",""
1978790,"REGISTERED REPRESENTATIVE OF A BROKER-DEALER AND INSURANCE SALES","REGISTERED REPRESENTATIVE OF LPL AND INSURANCE SALES IMPLEMENTED AS AN INDIVIDUAL"
1978808,"FAMILY OFFICE SERVICES AND TAX COMPLIANCE & CONSULTING SERVICES.",""
1959745,"FIXED INSURANCE PRODUCTS","THIRD VIEW RISK, LLC"
1978591,"ON OCCASION WE PROVIDE INSURANCE PRODUCTS FOR OUR CLIENTS. PAYMENT FOR INSURANCE PRODUCTS ARE PAID DIRECTLY TO THE INDIVIDUALLY APPOINTED INDIVIDUALS. WE ALSO ADVISE CLIENTS ON REAL ESTATE AND OTHER ASSETS.",""
1977460,"INSURANCE PRODUCTS",""
1976641,"MAINTAINS A STRATEGIC RELATIONSHIP WITH MARTIN, TATE, MORROW & MARSTON, P.C., A LAW FIRM FOR ESTATE PLANNING","MARTIN, TATE, MORROW & MARSTON, P.C."
1944668,"RECOMMENDATION OF COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL NAME/CAPACITY"
1980370,"IMPLEMENTATION OF INSURANCE SALES","DBA NAME: MAIA RISK MANAGEMENT & INSURANCE SOLUTIONS."
1985026,"FINANCIAL COACHING",""
1945506,"MICHAEL MCCRACKEN IS ALSO LICENSED TO SELL, FOR SALES COMMISSIONS, INSURANCE PRODUCTS.",""
1976936,"INSURANCE PRODUCTS, ANNUITIES, BROKERAGE PRODUCTS",""
1977255,"RECOMMENDATION OF INSURANCE PRODUCTS THAT DO NOT REQUIRE SECURITIES REGISTRATION AND/OR SECURITIES LICENSING","ARMSTRONG INSURANCE GROUP, INC."
1978851,"RECOMMENDATIONS OF INSURANCE PRODUCTS","INDIVIDUAL NAME / CAPACITY"
1978971,"LIFE AND HEALTH AND PROPERTY CASUALTY INSURANCE PRODUCTS AND SERVICES","ACRISURE NJ PARTNERS INSURANCE SERVICES, LLC"
1978954,"UPTIQ FACILITATES CREDIT AND CASH MANAGEMENT SOLUTIONS FOR OUR CLIENTS. OUR AFFILIATE, FOCUS RISK SOLUTIONS, LLC, ASSISTS OUR CLIENTS WITH REGULATED INSURANCE SALES ACTIVITY. PLEASE REFER TO SCHEDULE D - MISCELLANEOUS FOR MORE INFORMATION.",""
1986045,"OUTSIDE INSURANCE, SELLING AND SERVICING FIXED INSURANCE PRODUCTS SUCH AS TERM LIFE INSURANCE, DISABILITY INSURANCE, LONG TERM CARE INSURANCE, CRITICAL ILLNESS INSURANCE AND EXECUTIVE COMPENSATION BENEFITS THROUGH VARIOUS CARRIERS",""
1986143,"INSURANCE RECOMMENDATIONS AND IMPLEMENTATIONS","MARC S. AARONS"
1986356,"WE OFFER LIFE, DISABILITY, AND LONG-TERM CARE INSURANCE.","INSURANCE PRODUCTS ARE SOLD BY BRIAN LOCKETT AS AN AGENT OF COMPREHENSIVE WEALTH MGMT"
1982416,"FINANCIAL PLANNING SERVICES",""
1982470,"TAG ASSOCIATES FLORIDA PROVIDES THE FOLLOWING SERVICES TO SOME OF ITS CLIENTS: BILL PAYMENT SERVICES, TAX WORK, ASSISTANCE IN ESTATE PLANNING, ASSISTANCE WITH INSURANCE ALTERNATIVES, NEGOTIATE HOUSE MORTGAGES, AND ESTABLISH BANKING/CREDIT RELATIONSHIPS.",""
1982044,"LIFE INSURANCE, LONG TERM CARE INSURANCE AND RETIREMENT PLAN SPONSOR CONSULTATION",""
1982046,"DORSEY, WRIGHT & ASSOCIATES, LLC. SELLS IMPERSONAL RESEARCH SERVICES AS DISCLOSED ON ADV 2A.",""
1982155,"OUTSIDE INSURANCE, SELLING AND SERVICING FIXED INSURANCE PRODUCTS SUCH AS TERM LIFE INSURANCE, DISABILITY INSURANCE, LONG TERM CARE INSURANCE, CRITICAL ILLNESS INSURANCE AND EXECUTIVE COMPENSATION BENEFITS THROUGH VARIOUS CARRIERS",""
1982167,"PROVIDE INSURANCE PRODUCTS AND SERVICES PROVIDE TAX & ACCOUNTING SERVICES","DBA NAME FOR TAX ENTITY: TAX & ACCOUNTING HOLDING COMPANY, LLC"
1982214,"CERTAIN INVESTMENT ADVISOR REPRESENTATIVES OFFER INSURANCE PRODUCTS, BUSINESS SUCCESSION PLANNING, TAX PREPARATION, TAX PLANNING, DIVORCE PLANNING, OR ESTATE PLANNING.","SEE SCHEDULE D"
1982236,"INDIVIDUALS LICENSED TO SEE INSURANCE PRODUCTS MAY SELL CLIENTS LIFE INSURANCE, LONG-TERM CARE OR DISABILITY INSURANCE.",""
1982311,"INSURANCE",""
1979910,"IMPLEMENTATION OF COMMISSIONABLE INSURANCE PRODUCTS.","INDIVIDUAL CAPACITY."
1982332,"LARRY MATHIS FINANCIAL PLANNING, L.L.C. IS ALSO A LICENSED INSURANCE AGENCY AND MAY OFFER VARIOUS FIXED INSURANCE PRODUCTS TO THE PUBLIC.",""
1982364,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
1981834,"IMPLEMENTATIONS OF COMMISSIONABLE INSURANCE AND COMMISSIONABLE SECURITIES TRANSACTIONS","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH PKS"
1983112,"CERTAIN REPRESENTATIVES WILL SELL FIXED INSURANCE OR FIXED ANNUITY PRODUCTS AS LICENSED INSURANCE AGENTS.",""
1980590,"INSURANCE PRODUCTS AND SERVICES  TAX PREPARATION SERVICES",""
1981230,"ANNUITIES AND LIFE INSURANCE",""
1982518,"INSURANCE AGENCY SERVICES","NEW MILLENNIUM INSURANCE SERVICES, INC."
1982528,"(1) ADULT RETIREMENT EDUCATION COURSES","(1) RETIREMENT COURSE DEPARTMENT"
1979506,"ASSOCIATED PERSONS ARE LICENSED INSURANCE AGENTS AND IN THEIR INDIVIDUAL CAPACITIES SELL INSURANCE PRODUCTS THROUGH VARIOUS INSURANCE AGENCIES. INDIVIDUALS SELL SECURITIES IN THEIR CAPACITIES AS REGISTERED REPRESENTATIVES OF MUTUAL SECURITIES, INC.",""
1981216,"FIXED INSURANCE SALES",""
1981222,"TAX PREPARATION BOOKKEEPING",""
1981278,"OWNERS AND IARS OF THE FIRM ARE ALSO INDEPENDENT INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO THEIR CLIENTS.",""
1980104,"BROKER-DEALER; INSURANCE, MARGIN LENDING",""
1961505,"SELL INSURANCE PRODUCT AND PERSONAL TAX RETURN PREPARATION.",""
1978278,"RECOMMENDATIONS OF COMMISSIONABLE INVESTMENTS AND INSURANCE","INDIVIDUAL NAME / CAPACITY"
