"FilingID","Other Products and Services","Business Name"
1937562,"ADVISORY AFFILIATES MAY SELL SECURITIES AND INSURANCE PRODUCTS AS AN OUTSIDE BUSINESS",""
1929036,"ASSIST STARUPS, SMALL AND MEDIUM SIZE BUSINESSES BY CREATING A BUSINESS DEVELOPMENT STRATEGY.  PROVIDE ADVICE AND ACCESS TO FUNDING TO INDIVIDUALS AND BUSINESS NEEDING TO RAISE CAPITAL.","MAGELLAN COF I, LLC"
1937592,"RECOMMENDATIONS OF INSURANCE","GLOVER PARK INSURANCE"
1937603,"TAX PREPARATION",""
1933450,"REPRESENTATIVES OF THE FIRM MAY ALSO BE LICENSED INDEPENDENT INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO THEIR CLIENTS.",""
1932817,"SAME AS 6.B.(2).",""
1927054,"INSURANCE PRODUCTS","FOCUS POINTE FINANCIAL; WEALTH FOUNDATION SOLUTIONS, LLC"
1936541,"SAME AS 6(B)(2)",""
1925855,"A BROAD RANGE OF NON-INVESTMENT RELATED CONSULTING INCLUDING TAX PREPARATION SERVICES AND LEGAL SERVICES.",""
1937114,"TAX PREPARATION SERVICES",""
1939398,"INSURANCE / PURE PROTECTION",""
1939466,"BLACKROCK REALTY ADVISORS, INC. ACTS AS REAL ESTATE INVESTMENT MANAGER FOR INSTITUTIONAL CLIENTS. ITS PRIMARY ACTIVITIES RELATE TO THE ACQUISITION, MANAGEMENT, DISPOSITION OF REAL ESTATE AND REAL ESTATE DEBT INSTRUMENTS FOR ITS CLIENTS.",""
1935703,"HILLCREST WEALTH ADVISORS ALSO PROVIDES PORTFOLIO SUMMARY REPORTS FOR A FEE.",""
1937877,"ASSET QUALITY REVIEW OF MSRS",""
1936997,"SERVICE: PENSION RISK TRANSFER FOR DEFINED BENEFIT PLAN CLIENTS.",""
1938034,"CONSISTENT WITH PENSION PLAN CONSULTING, WE PROVIDE ERISA/PLAN DESIGN CONSULTING, PROVIDER SEARCHES, INVESTMENT CONSULTING AND INVESTMENT/PLAN EMPLOYEE EDUCATION.",""
1936186,"INSURANCE PRODUCTS PROVIDED BY THE INVESTMENT ADVISOR REPRESENTATIVES.","INSURANCE PRODUCTS PROVIDED THROUGH BALLENTINE CAPITAL MANAGEMENT, INC."
1938124,"LIFE INSURANCE AND ANNUITY SALES",""
1925879,"BOOKS SALES: AUTHORED BY YFP OR CONTENT CREATORS ON FINANCIAL TOPICS. PAID SPONSORSHIPS: STRATEGIC PARTNERS FEATURED ON PODCASTS, SOCIAL MEDIA, ETC. COMMUNITY MEMBERSHIP: PAID ONLINE MEMBERSHIP THAT FACILITATES COLLABORATIVE LEARNING ON FINANCIAL TOPICS.",""
1947707,"IN ADDITION TO THE ACTIVITIES LISTED IN ITEM 6.A., ELLSWORTH ADVISORS ALSO OFFERS ACCREDITED INVESTORS ACCESS TO PRIVATE EQUITY.  ELLSWORTH ADVISORS OFFERS CORPORATE RETIREMENT PLANS.",""
1935346,"IMPLEMENTATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS","INDIVIDUAL CAPACITY AND OCTAVIA RISK MANAGEMENT LLC"
1935551,"WE OFFER MODEL PORTFOLIOS. WE DO NOT PLACE TRADES FOR THE MODEL PORTFOLIOS, THE CLIENT WILL MAKE THE ULTIMATE DECISION ON PLACING THE TRADES. THE STRATEGIES IN THE MODEL PORTFOLIOS WILL BE DIFFERENT THAN THE STRATEGY OF THE FUND.",""
1939523,"FUND ADMINISTRATION",""
1939350,"ARVEST INVESTMENTS, INC. PROVIDES RETAIL SECURITIES BROKERAGE, RETIREMENT PLAN SVCS, WRAP FEE PROGRAM SPONSOR,WRAP FEE PROGRAM PORTFOLIO MGT (ADVISOR DISCRETION AND IMG PORTFOLIOS), AND PROVIDE ADVICE.",""
1939575,"THE ADVISER PROVIDES A BROAD RANGE OF RISK MANAGEMENT, INVESTMENT ACCOUNTING, AND TRADE PROCESSING TOOLS TO A VARIETY OF CLIENTS.","BLACKROCK SOLUTIONS"
1939498,"TAX AND ACCOUNTING SERVICES","SECHREST & BLOOM, LLC"
1932560,"RECOMMENDATIONS OF COMMISSIONABLE INVESTMENTS AND INSURANCE","INSURANCE SALES INDIVIDUAL CAPACITY REGISTERED REPRESENTATIVE OF J. ALDEN ASSOCIATES, INC."
1931129,"WE ENTER INTO ADVISORY OR FINDER'S FEE AGREEMENTS WITH COMPANIES SEEKING FINANCING; RECEIVE A FEE FROM COMPANY IF TRANSACTS WITH PARTY WE INTRODUCE. IN CERTAIN CANADIAN PROVINCES, WE ARE REGISTERED AS EXEMPT MARKET DEALER TO DEAL IN NON-PROSPECTUS ISSUES.",""
1939712,"LIFE INSURANCE",""
1937203,"IMPLEMENTATION OF INSURANCE RECOMMENDATIONS","INDIVIDUAL CAPACITY"
1935098,"TAX PREPARATION SERVICES",""
1935363,"COMMISSIONABLE INSURANCE PRODUCTS","SEPERATE CAPACITY"
1929008,"INSURANCE PRODUCTS AND SERVICES","WEALTHPLAN RISK MANAGEMENT LLC"
1938135,"- SALES OF MUTUAL FUNDS - SALES OF VARIABLE INSURANCE PRODUCTS (VUL, VA,ETC)",""
1928813,"MML INVESTMENT ADVISERS PROVIDES GENERAL ADMINISTRATIVE SERVICES TO THE MASSMUTUAL FUNDS, INCLUDING THROUGH SUB-ADMINISTRATION ARRANGEMENTS WITH MASSMUTUAL AND AN UNAFFILIATED SERVICE PROVIDER.",""
1938201,"INCOME TAX RETURN PREPARATION SERVICE","IRWIN SCHAFFER, LLC"
1938146,"FINANCIAL PLANNING SERVICES LIMITED INVESTMENT REVIEWS NOT CONTINUOUS",""
1930677,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
1932367,"RECOMMENDATIONS OF COMMISSIONABLE INSURANCE AND INVESTMENTS","INDIVIDUAL NAME/CAPACITY"
1948392,"CLARION PARTNERS, LLC MAY PROVIDE PROPERTY MANAGEMENT AND DEVELOPMENT SERVICES DIRECTLY AND THROUGH AFFILIATES. SEE ITEMS 5 AND 10 IN FORM ADV PART 2 REGARDING SUCH FEES AND SERVICES.","CP INDUSTRIAL MANAGEMENT, LLC"
1935441,"REPRESENTATIVES OF WORTHINGTON WEALTH MANAGEMENT MAY ALSO BE LICENSED INDEPENDENT INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO THE FIRM'S CLIENTS.",""
1939668,"FINRA REGISTERED BROKER DEALER",""
1923808,"AS INSURANCE AGENTS OF PAX FINANCIAL GROUP INSURANCE SERVICES, IAR MAY RECOMMEND LIFE, HEALTH, DISABILITY INSURANCE OR ANNUITY PRODUCTS IF APPROPRIATE","PAX FINANCIAL GROUP INSURANCE SERVICES"
1932108,"DIVERSIFIED MANAGEMENT OFFERS THE FOLLOWING SERVICES TO CLIENTS:  FINANCIAL AND INCOME TAX PLANNING AND TAX PREP.  THE DBA CREAM CITY INVESTMENT SERVICES WAS CREATED TO PROVIDE SERVICES FOR THOSE CLIENTS WHO OTHERWISE ARE NOT ELIGIBLE FOR DMI'S SERVICES.","CREAM CITY INVESTMENT SERVICES"
1940441,"THROUGH AN INDEPENDENT CONTRACTOR, HEIKE LAW OFFICES LLC, GVA CLIENTS MAY ENTER INTO CERTAIN LEGAL SERVICES AGREEMENTS. CLIENTS MAY ENTER INTO AN AGREEMENT WITH INDEPENDANT CONTRACTOR NORTHPOINT ACCOUNTING & TAX TO RECEIVE ACCOUNTING AND TAX SERVICES.",""
1941370,"ASSOCIATED PERSONS OF THE FIRM ARE ALSO INDIVIDUALLY LICENSED AS INSURANCE AGENTS AND OFFER INSURANCE PRODUCTS TO CLIENTS FOR COMMISSION COMPENSATION.",""
1934679,"INSURANCE PRODUCTS AND SERVICES","INDEPENDENT INSURANCE AGENTS"
1936905,"INSURANCE PRODUCTS",""
1933889,"1) INSURANCE PRODUCTS AND SERVICES. 2)  GROUP BENEFITS","1) RUGGIERO INSURANCE AGENCY, LLC.  2) RUGGIERO GROUP BENEFITS AGENCY,LLC."
1938592,"HILLCREST WEALTH ADVISORS ALSO PROVIDES PORTFOLIO SUMMARY REPORTS FOR A FEE.",""
1938727,"FINANCIAL PLANNING SERVICES",""
1938777,"ASSET QUALITY REVIEW OF MSRS",""
1934146,"ASSET MANAGEMENT SERVICES FOR REAL ESTATE PROPERTIES DUE DILIGENCE SERVICES IN CONNECTION WITH INVESTMENTS",""
1937636,"REGISTRANT OFFERS FINANCIAL PLANNING, ESTATE PLANNING AND INSURANCE PRODUCT ADVICE.",""
1938081,"INSURANCE AND ANNUITY PRODUCTS.",""
1936856,"REPRESENTATIVES OF THE FIRM ARE ALSO LICENSED, INDEPENDENT AGENT AND  MAY OFFER INSURANCE PRODUCTS TO HIS CLIENTS.",""
1927363,"RECOMMENDATION OF INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1937838,"LEGAL ADVICE.","TERRENCE P. MCHUGH, LLC"
1940477,"BROKERAGE SERVICES, INSURANCE PRODUCTS, AND INVESTMENT CONSULTING SERVICES TO INSTITUTIONAL CLIENTS  TRADE SETTLEMENT AND SECURITIES CLEARANCE, AND CORRESPONDENT CLEARING SERVICES; PRIME BROKERAGE SERVICES; AND SECURITIES LENDING.","WELLS FARGO ADVISORS"
1923298,"INSURANCE PRODUCTS AND SERVICES.","GOLDEN RESERVE, LLC"
1940583,"INSURANCE PRODUCTS.",""
1940630,"IMPLEMENTATION OF COMMISSIONABLE INSURANCE RECOMMENDATIONS.","INSURANCE RECOMMENDATIONS ARE IMPLEMENTED THROUGH THE INDIVIDUAL."
1940640,"PROVISION OF PENSION ACTUARIAL CONSULTING AND PLAN ADMINISTRATION SERVICES",""
1940654,"INSURANCE PRODUCTS",""
1940581,"IN ITS CAPACITIES AS BROKER-DEALER, FCM, AND INSURANCE AGENCY, THE ADVISER MAY PROVIDE ADVISORY CLIENTS WITH SECURITIES BROKERAGE SERVICES, INVESTMENT BANKING SERVICES, SBL, FUTURES/COMMODITIES TRADING SERVICES AND VARIABLE/FIXED & LIFE INSURANCE PRODUCTS.",""
1931281,"IMPLEMENTATION OF INSURANCE SALES AND TAX PREPARATION SERVICES.","INDIVIDUAL CAPACITY."
1936461,"RECOMMENDATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1940546,"ADMINISTRATIVE SERVICES FOR FACILITATION OF STRUCTURED SETTLEMENT PAYMENTS TO PURCHASER","PH SERVICING, LLC."
1934665,"INSURANCE PRODUCTS.  LIFE INSURANCE AND ANNUITIES",""
1938417,"INSURANCE SALES","INDIVIDUAL CAPACITY"
1941409,"FINANCIAL PLANNING.","N/A"
1934826,"PARTICIPANT EDUCATION SERVICES TO 401(K) & P/S PLANS.",""
1935939,"THROUGH AN INDEPENDENT CONTRACTOR, HEIKE LAW OFFICES LLC, GVA CLIENTS MAY ENTER INTO CERTAIN LEGAL SERVICES AGREEMENTS. CLIENTS MAY ENTER INTO AN AGREEMENT WITH INDEPENDANT CONTRACTOR NORTHPOINT ACCOUNTING & TAX TO RECEIVE ACCOUNTING AND TAX SERVICES.",""
1931739,"INSURANCE SERVICES AND PRODUCTS",""
1935985,"DFP PROVIDES FINANCIAL PLANNING (ONGOING, PROJECT-BASED, OR HOURLY) AND INVESTMENT MANAGEMENT FOR CLIENTS.",""
1919128,"PROVIDE INSURANCE PRODUCTS",""
1930802,"SEIS IS A FINANCIAL TECHNOLOGY COMPANY. CLIENTS PAY A FIXED MONTHLY MEMBERSHIP FEE TO ACCESS THE SEIS PLATFORM.",""
1938680,"BROKERAGE SERVICES, INSURANCE PRODUCTS, AND INVESTMENT CONSULTING SERVICES TO INSTITUTIONAL CLIENTS  TRADE SETTLEMENT AND SECURITIES CLEARANCE, AND CORRESPONDENT CLEARING SERVICES; PRIME BROKERAGE SERVICES; AND SECURITIES LENDING.","WELLS FARGO ADVISORS"
1933964,"WE MAY ACT AS A BROKER/DEALER TO OUR IA CLIENTS.  WE MAY ALSO PROVIDE ACCOUNTING AND RECORD-KEEPING SERVICES TO OUR IA CLIENTS USING THE NAME INTERMENT TRUST SERVICES A DIVISION OF ACCESS FINANCIAL GROUP.","INTERMENT TRUST SERVICES"
1940982,"(1)IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES (2) TAX PLANNING AND PREPARATION SERVICES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUALS AND COMMISSIONABLE SECURITIES THROUGH LINCOLN INVESTMENT PLANNING, LLC."
1940983,"ETZ PROVIDES CUSTODY SOLUTIONS FOR DIGITAL ASSETS THROUGH QUALIFIED CUSTODIAN PARTNERSHIPS.  ENABLE TAX-ADVANTAGED DIGITAL ASSET MANAGEMENT THROUGH SPECIALIZED STRUCTURES.  SUPPORT FOR TOKEN VESTING SCHEDULES AND UNLOCKS.","NA"
1942367,"FIXED LIFE INSURANCE PRODUCTS, FIXED ANNUITIES, HEALTH INSURANCE, LTC","N/A"
1942205,"INSURANCE SERVICES PROVIDED VIA OUTSIDE BUSINESS ACTIVITIES",""
1942544,"CERTAIN ADVISORY REPRESENTATIVES ARE LICENSED TO SELL LIFE, HEALTH, AND ANNUITY INSURANCE PRODUCTS.",""
1935192,"INSURANCE PRODUCTS",""
1939664,"INSURANCE PRODUCTS (LIFE, DISABILITY, ETC.)",""
1940335,"OCCASIONALLY PROVIDE LIFE INSURANCE AS PART OF FAMILY PROTECTION PLANNING","NO OTHER NAME"
1914520,"IMPLEMENTATION OF INSURANCE SALES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL."
1943081,"SECURITIES TRANSACTIONS IN OUR BROKER-DEALER CAPACITY, INSURANCE PRODUCTS OFFERED BY AGENTS OF OUR AGENCY, AND/OR BANKING OR TRUST PRODUCTS/SERVICES PROVIDED RESPECTIVELY BY OUR AFFILIATED NATIONAL BANK AND AFFILIATED TRUST COMPANY.",""
1923347,"FINANCIAL PLANNING AND CONSULTING SERVICES.  INSURANCE SERVICES AND IMPLEMENTATION THROUGH AFFILIATES.",""
1941272,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH LPL FINANCIAL, LLC."
1941472,"INDIVIDUALS LICENSED TO SEE INSURANCE PRODUCTS MAY SELL CLIENTS LIFE INSURANCE, LONG-TERM CARE OR DISABILITY INSURANCE.",""
1932076,"INSURANCE PRODUCTS, TAX SERVICES","INSURANCE LICENSED IN INDIVIDUAL CAPACITY, TAX SERVICES THROUGH WHITNEY & GORE FINANCIAL SERVICES, INC."
1939420,"INSURANCE PRODUCTS",""
1941669,"INSURANCE SALES","INDEPENDENT INSURANCE AGENTS"
1939567,"WE MAKE INCOME TAX PREPARATION AVAILABLE TO OUR CLIENTS.",""
1942319,"SAME AS LISTED IN 6.B.(2) - FINANCIAL PLANNING",""
1942488,"ASSIST CLIENTS IN PURCHASING AND SELLING SECURITIES PRODUCTS.",""
1942513,"RANDOLPH FARM OPERATIONS - THE RANDOLPH COMPANY OWNS A FARM OPERATION AS A SUBSIDIARY. ADMIN AND CONSULTING SERVICES - NEGOTIATED HOURLY FEE","RANDOLPH FARM OPERATIONS"
1932870,"RACHOR ONLY PROVIDES LIMITED ACCOUNTING SERVICES INCLUDING TAX PLANNING AND SOME TAX PREPARATION.",""
1948108,"INSURANCE PRODUCTS - NOT DEEMED TO BE SECURITIES (I.E.; DUAL REGISTRATION PRODUCTS) SUCH AS: LIFE , DISABILITY, LONG TERM CARE, AND CERTAIN ANNUITIES",""
1933744,"RECOMMENDATIONS OF INSURANCE PRODUCTS","INDIVIDUAL NAME / CAPACITY"
1919164,"TAX PREPARATION SERVICES, LIFE INSURANCE",""
1927598,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
1912238,"ACCOUNTING SERVICES",""
1934841,"INSURANCE PRODUCTS",""
1934237,"NON-ADVISORY CONSULTING SERVICES. TAX AND ACCOUNTING SERVICES. IMPLEMENTATION OF COMMISSIONABLE INSURANCE AND SECURITIES PRODUCTS. FILINGS FOR CORPORATE TRANSPARENCY ACT","ARCHFORD CONSULTING, LLC. ARCHFORD ACCOUNTING LLC. ARCHFORD FILING SERVICES, LLC. INSURANCE AND SECURITIES IN INDIV. CAPACITY."
1936413,"TERM INSURANCE, UNIVERSAL LIFE, ANNUITIES",""
1943233,"RECOMMENDATION OF COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL NAME/CAPACITY"
1943227,"SOME REPRESENTATIVES OF THE FIRM ARE LICENSED INDEPENDENT INSURANCE AGENTS AND MAY OFFER INSURANCE PRODUCTS TO CLIENTS. SOME REPRESENTATIVE OF THE FIRM ARE REGISTERED REPRESENTATIVES OF A NON-AFFILIATED BROKER DEALER AND MAY OFFER SECURITIES TO CLIENTS.",""
1925834,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
1941673,"INSURANCE PRODUCTS SOLD BY INVESTMENT ADVISOR REPRESENTATIVES.",""
1943251,"COMMISSION-BASED INSURANCE SALES","INSURANCE SALES CONDUCTED BY FIRM REPRESENTATIVES IN THEIR SEPARATE AND INDIVIDUAL CAPACITY"
1934377,"IMPLEMENTATIONS OF COMMISSIONABLE SECURITIES INSURANCE RECOMMENDATIONS","INSURANCE PRODUCTS MAY BE OFFERED THROUGH TIMOTHY C. WITHERS AS AN INDEPENDENT LICENSED INSURANCE AGENT."
1940376,"SALE OF COMMISSIONABLE SECURITIES, SALE OF COMMISSIONABLE INSURANCE PRODUCTS","PURSHE KAPLAN STERLING, INC; INDIVIDUAL CAPACITY"
1923184,"RECOMMENDATIONS OF COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL NAME/CAPACITY"
1948385,"THE ADVISER PROVIDES A BROAD RANGE OF RISK MANAGEMENT, INVESTMENT ACCOUNTING, AND TRADE PROCESSING TOOLS TO A VARIETY OF CLIENTS.","BLACKROCK SOLUTIONS"
1927777,"TAX PREPARATION AND INSURANCE SALES",""
1935103,"SOME OF IARS SELL INSURANCE PRODUCTS","CREEKMUR INC"
1935106,"OTHER PRODUCTS OR SERVICES THAT MAY BE PROVIDED TO ADVISORY CLIENTS INCLUDE BROKERAGE SERVICES, INVESTMENT BANKING AND LENDING PRODUCTS PROVIDED BY AFFILIATES.",""
1943860,"IMPLEMENTATION OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS","INDIVIDUAL CAPACITY AND OCTAVIA RISK MANAGEMENT LLC"
1943873,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
1944053,"IMPLEMENTATION OF INSURANCE SALES.","INSURANCE SALES ARE IMPLEMENTED THROUGH THE INDIVIDUAL."
1944046,"SOME ADVISORY AND FINANCIAL PLANNING CLIENTS MAY ELECT TO ACQUIRE CERTAIN INSURANCE COVERAGE VIA OUR AFFILIATE.","ALPHACORE INSURANCE SERVICES, LLC"
1935944,"FIXED INSURANCE SALES",""
1943143,"WE PROVIDE FINANCIAL PLANNING SERVICES WHICH MAY INCLUDE TAX AND ESTATE PLANNING, RETIREMENT PLANNING, EDUCATION PLANNING, INVESTMENT PLANNING, AND PREPARATION OF TAX RETURNS.",""
1939986,"OUTSIDE INSURANCE, SELLING AND SERVICING FIXED INSURANCE PRODUCTS SUCH AS TERM LIFE INSURANCE, DISABILITY INSURANCE, LONG TERM CARE INSURANCE, CRITICAL ILLNESS INSURANCE, PROPERTY/CASUALTY INS. AND EXECUTIVE COMPENSATION BENEFITS THROUGH VARIOUS CARRIERS","SOME EMPLOYEES ARE REGISTERED REPRESENTATIVES FOR A BROKER DEALER."
1921187,"LEGAL SERVICES UNDER DAVIDOV LAW GROUP, PC","REAL ESTATE BROKERAGE SERVICES UNDER MICHAEL DAVIDOV, REAL ESTATE BROKER; LIFE AND HEALTH INSURANCE BROKERAGE SERVICES UNDER MI"
1923996,"LIFE AND HEALTH INSURANCE",""
1934145,"PHILANTHROPIC PLANNING, CASH FLOW ANALYSIS, BUDGETING, SPECIAL NEEDS PLANNING, DIVORCE PLANNING, EDUCATION FUNDING, ESTATE ANALYSIS & PLANNING, TAX PROJECTIONS, RISK MANAGEMENT ANALYSIS, TAX PLANNING",""
1925635,"INSURANCE",""
1928663,"RECOMMENDATIONS OF COMMISSIONABLE SECURITIES AND INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1944176,"ETZ PROVIDES CUSTODY SOLUTIONS FOR DIGITAL ASSETS THROUGH QUALIFIED CUSTODIAN PARTNERSHIPS.  ENABLE TAX-ADVANTAGED DIGITAL ASSET MANAGEMENT THROUGH SPECIALIZED STRUCTURES.  SUPPORT FOR TOKEN VESTING SCHEDULES AND UNLOCKS.","NA"
1944107,"CONSULTING SERVICES;PROVIDE GENERAL ADVICE THAT IS NOT SPECIFIC TO ANY PARTICULAR INVESTMENT;CERTAIN ASSOC PERSONS ARE LICENSED INSURANCE BROKERS AND DO ON OCCASION SELL INSURANCE PRODUCTS TO ADVISORY CLIENTS;CERTAIN ASSOC PERSONS PROVIDE MUNI ADVISORY SVC",""
1944185,"NADLER FINANCIAL ASSISTS CERTAIN CLIENTS WITH ESTABLISHMENT AND MAINTENANCE OF SECTION 529 SAVINGS PLANS",""
1943296,"RECOMMENDATIONS OF COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL NAME / CAPACITY"
1946086,"WE PROVIDE FINANCIAL PLANNING SERVICES WHICH MAY INCLUDE TAX AND ESTATE PLANNING, RETIREMENT PLANNING, EDUCATION PLANNING, INVESTMENT PLANNING, AND PREPARATION OF TAX RETURNS.",""
1945473,"INSURANCE PRODUCTS, HELP WITH TAX RETURNS AND EMPLOY A CPA TO ASSIST WITH TAXES.","ELEVATED FINANCIAL SERVICES, LLC. ELEVATED TAX GROUP, LLC."
1939842,"IMPLEMENTATION OF COMMISSIONABLE INSURANCE PRODUCTS.","INDIVIDUAL CAPACITY THROUGH VANCE WEALTH."
1943541,"INSURANCE SERVICES AND PRODUCTS.",""
1945055,"INSURANCE PRODUCTS",""
1941192,"INSURANCE PRODUCTS.  FIXED EQUITY ANNUITIES AND VARIABLE ANNUITIES.",""
1938627,"ESTATE PLANNING, TAX PREP, FINANCIAL PLANNING",""
1936506,"FAMILY OFFICE SERVICES ARE PROVIDED FOR ULTRA HIGH NET-WORTH CLIENTS. SERVICES INCLUDE BUT ARE NOT LIMITED TO BOOKKEEPING AND BILL PAYMENT, RECORD KEEPING & RETENTION. TAX, ESTATE, PHILANTHROPY,INSURANCE REVIEWS, AND PROBLEM RESOLUTION.",""
1936517,"TAX PLANNING SERVICES BY ACORN TAX PLANNING, INC","ACORN TAX PLANNING, INC"
1930689,"IMPLEMENTATIONS OF INSURANCE RECOMMENDATIONS","KENAN NACAR (INDIVIDUAL CAPACITY)"
1935130,"RECOMMENDATION OF INSURANCE PRODUCTS.","INDIVIDUAL CAPACITY."
1936872,"FIXED LIFE AND HEALTH INSURANCE PRODUCTS",""
1933143,"EDUCATIONAL CLASSES AND BUSINESS PLANNING",""
1936954,"BROKER DEALER BUSINESS INCLUDING BUT NOT LIMITED TO STOCKS, BONDS, MUTUAL FUNDS, EXCHANGE TRADES FUNDS/NOTES, VARIABLE ANNUITIES, REITS, BDC, OPTIONS.",""
1942841,"BOOKKEEPING AND BUSINESS CONSULTING SERVICES.",""
1944711,"WHILE INDIVIDUAL TAX PREPARATION IS INCLUDED IN OUR AUM FEE, WE MAY SELL OTHER TAX PREPARATION SERVICES (BUSINESS, ETC.) TO CLIENTS.",""
1944665,"INSURANCE","RAI WEALTH"
1944935,"IMPLEMENTATION OF COMMISSIONABLE SECURITIES SAND INVESTMENT PRODUCTS","PERSONAL CAPACITY OF ADVISORY PERSONS"
1938625,"LIFE AND LONG-TERM CARE INSURANCE",""
1932089,"JDH WEALTH MANAGEMENT, LLC IS LICENSED TO SELL INSURANCE PRODUCTS IN THE STATE OF CALIFORNIA.",""
1934595,"COMMISSIONABLE SECURITIES PRODUCTS.","HUNTWICKE SECURITIES LLC."
1942134,"OUR IARS MAY RECOMMEND AND SELL ANNUITIES, LIFE INSURANCE, SUPPLEMENTAL HEALTH INSURANCE, INDIVIDUAL HEALTH INSURANCE, LTC INSURANCE AND FUNERAL TRUST",""
1927269,"IMPLEMENTATION OF COMMISSIONABLE INSURANCE PRODUCTS","INDIVIDUAL CAPACITY"
1942265,"INCOME TAX RETURN PREPARATION AND DIVORCE FINANCIAL ANALYSIS SERVICES",""
1942279,"LIFE INSURANCE PRODUCTS AND FIXED ANNUITIES.",""
1942637,"TAX PREPARATION SERVICES",""
1942105,"DBK IS AN ACCOUNTING FIRM THAT OFFERS ACCOUNTING SERVICES TO ITS INVESTMENT ADVISORY CLIENTS",""
1945628,"CASTLEVIEW PARTNERS, LLC ALSO OFFERS ADVISORY AND SUPPORT SERVICES TO OTHER INVESTMENT ADVISORY FIRMS THROUGH OUR PROPRIETARY AIALPHA PLATFORM, WHICH DELIVERS A COMPREHENSIVE SUITE OF ADMINISTRATIVE, OPERATIONAL, AND TRADING SERVICES TO OTHER RIAS.","SOMETIMES OFFERED UNDER THE NAME AIALPHA TAMP SERVICES"
1943518,"ACCOUNTING AND TAX SERVICES",""
1944954,"LIFE, DISABILITY AND LONG-TERM CARE INSURANCE.",""
1941777,"IMPLEMENTATION OF INSURANCE SALES AND COMMISSIONABLE SECURITIES.","INSURANCE SALES IMPLEMENTED THROUGH INDIVIDUAL AND COMMISSIONABLE SECURITIES THROUGH PROCYON RISK, LLC."
1945408,"INCOME TAX RETURN PREPARATION AND REPRESENTATION","LJCOOPER TAX STRATEGIES"
1936158,"RECOMMENDATION OF COMMISSIONABLE INVESTMENTS AND INSURANCE PRODUCTS","INDIVIDUAL CAPACITY; CADARET, GRANT & CO., INC"
1932538,"HARDIN CAPITAL PARTNERS, LLC IS ALSO AN INSURANCE AGENCY IN SOUTH CAROLINA",""
1934675,"INSURANCE PRODUCTS, DOCUMENT DRAFTING, TAX PLANNING AND PREPARATION, REGISTERED AGENT SERVICES","ASPIRE TAX AND ACCOUNTING , AND WISER WEALTH LLC"
1913494,"INSURANCE PRODUCTS",""
1946675,"RECOMMENDATION OF INSURANCE PRODUCTS AND COMMISSIONABLE SECURITIES","INDIVIDUAL CAPACITY"
1942391,"SALES OF INSURANCE PRODUCTS; SECURITIES BROKERAGE SERVICES THROUGH TRIAD TRADING, LLC",""
1945704,"REPRESENTATIVES OF DAUS FINANCIAL GROUP ARE ALSO LICENSED INSURANCE AGENTS AND MAY OFFER CLIENTS INSURANCE PRODUCTS.","DAUS INSURANCE GROUP"
1942624,"WE OFFER TAX PLANNING SERVICES TO OUR CLIENTS.",""
1942655,"ADVISORY AFFILIATES MAY SELL SECURITIES AND INSURANCE PRODUCTS AS AN OUTSIDE BUSINESS",""
1926800,"PROVIDE INSURANCE SERVICES","PEACE OF MIND WEALTH MANAGEMENT, LLC"
1942911,"WE ARE A DUAL REGISTRANT AND OFFER CLIENTS THE ABILITY TO HAVE A SEPARATE BROKERAGE ACCOUNT AND SUBSCRIBE TO BROKERAGE SERVICES OFFERED BY THE FIRM.",""
1942303,"ON LINE ELECTRONIC DOCUMENT VAULT SERVICES, CONSULTING SERVICES",""
1946913,"OFFER FINANCIAL PLANNING AND FINANCIAL ORGANIZATION SERVICES FOR A FIXED OR HOURLY FEE.",""
1946498,"INSURANCE PRODUCTS & BROKERAGE SERVICES",""
