"FilingID","Full Legal Name","CIK Number"
1964936,"APOLLO GLOBAL MANAGEMENT, INC.",1858681
1964936,"APOLLO ASSET MANAGEMENT, INC.",1411494
1965877,"CBRE GROUP, INC.",1138118
1964806,"CANADIAN IMPERIAL BANK OF COMMERCE",16847
1924863,"MORGAN STANLEY",895421
1960657,"THE BALDWIN INSURANCE GROUP, INC.",1781755
1967118,"CANADIAN IMPERIAL BANK OF COMMERCE",16847
1971837,"NICOLET BANKSHARES, INC.",1174850
1936772,"ARES MANAGEMENT CORPORATION",1176948
1969221,"SOUTHSTATE BANK, N.A.",1542445
1957537,"LPL FINANCIAL HOLDINGS INC",1397911
1966025,"DEUTSCHE BANK AG",948046
1963583,"T. ROWE PRICE GROUP, INC.",1113169
1954531,"ARES MANAGEMENT CORPORATION",1176948
1954534,"ARES MANAGEMENT CORPORATION",1176948
1954535,"ARES CAPITAL CORPORATION",1287750
1954537,"ARES MANAGEMENT CORPORATION",1176948
1923744,"FIRSTSUN CAPITAL BANCORP",1709442
1938934,"OFG BANCORP",1030469
1945632,"AFFILIATED MANAGERS GROUP, INC.",1004434
1954292,"AOL PLC",1183186
1943205,"AMERIPRISE FINANCIAL, INC.",820027
1950450,"FRANKLIN RESOURCES, INC.",3877
1969288,"WISDOMTREE, INC.",880631
1930731,"PRUDENTIAL FINANCIAL INC",1137774
1962632,"BLACKSTONE INC.",1393818
1962520,"BLACKSTONE INC.",1393818
1937060,"TPG INC",18806
1948961,"THE BANK OF NEW YORK MELLON CORPORATION",1390777
1937063,"TPG INC",18806
1961668,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",67088
1970762,"AON PLC",1183186
1919841,"MORGAN STANLEY",895421
1957633,"FRANKLIN RESOURCES INC.",38777
1933802,"P10, INC.",1841968
1962546,"AON PLC",1183186
1962618,"AON PLC",1183186
1935772,"PRUDENTIAL FINANCIAL, INC.",1137774
1965679,"VOYA FINANCIAL, INC.",1535929
1949711,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",1022837
1935948,"COHEN & CO INC.",1270436
1969360,"BLACKSTONE INC.",1393818
1950115,"BLUE OWL CAPITAL INC.",1823945
1970768,"AON PLC",1183186
1970772,"AON PLC",1183186
1955264,"AON PLC",315293
1953082,"ADAMS DIVERSIFIED EQUITY FUND, INC.",2230
1974095,"ENDI CORP.",1908984
1955549,"BLACKSTONE INC.",1393818
1926269,"PRUDENTIAL FINANCIAL, INC.",113777
1955530,"BLACKSTONE INC.",1393818
1963641,"BLACKSTONE INC.",1393818
1957714,"ARES MANAGEMENT CORP",1176948
1945203,"CULLLEN/FROST BANKERS, INC.",39263
1963601,"T. ROWE PRICE GROUP, INC.",1113169
1963616,"T. ROWE PRICE GROUP, INC.",1113169
1968000,"WELLS FARGO AND COMPANY",105598
1951724,"ASSOCIATED CAPITAL GROUP, INC.",1642122
1967133,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1960083,"T. ROWE PRICE GROUP, INC.",1113169
1971173,"BLACKSTONE INC.",1393818
1963338,"GREAT-WEST LIFECO INC",850918
1951823,"BLACKSTONE INC.",1393818
1965302,"REGIONS FINANCIAL CORPORATION",1281761
1956153,"ORIX CORPORATION",1070304
1969316,"BLACKSTONE INC.",1393818
1949210,"THE CARLYLE GROUP INC.",1527166
1972289,"AON PLC",1183186
1942085,"FEDERATED HERMES INC",1056288
1974213,"SIEBERT FINANCIAL CORPORATION",65596
1948761,"WILLIS TOWERS WATSON PLC.",1140536
1958462,"AFFILIATED MANAGERS GROUP, INC.",1004434
1972871,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1938193,"THE BANK OF NEW YORK MELLON CORPORATION",1390777
1947061,"BLACKSTONE INC.",1393818
1944393,"INVESCO LTD",914208
1968240,"ALLIANCEBERNSTEIN L.P.",1109448
1925020,"ALLIANCEBERNSTEIN HOLDING L.P.",825313
1925020,"EQUITABLE HOLDINGS, INC.",727920
1933424,"STIFEL FINANCIAL CORPORATION",720672
1966161,"HUNTINGTON BANCSHARES INCORPORATED",906092
1961218,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1954216,"AFFILIATED MANAGERS GROUP, INC.",1004434
1972376,"BANK OF NEW YORK MELLON CORPORATION",1390777
1947809,"VOYA FINANCIAL, INC.",1535929
1964750,"VINCI PARTNERS INVESTMENTS LTD.",1826286
1964233,"AFFILIATED MANAGERS GROUP, INC.",1004434
1969369,"SIMON PROPERTY GROUP, INC.",1063761
1943573,"NELNET INC",1258602
1930747,"PRUDENTIAL FINANCIAL INC.",1137774
1954222,"BLACKSTONE INC.",1393818
1961324,"BLACKSTONE INC.",1393818
1969196,"VOYA FINANCIAL, INC.",1535929
1963336,"THE GOLDMAN SACHS GROUP, INC.",886982
1959864,"ALTI GLOBAL, INC.",1838615
1962939,"INVESCO LTD",914208
1955816,"GCM GROSVENOR INC.",1819796
1937965,"JPMORGAN CHASE & CO.",19617
1966262,"KORTH DIRECT MORTGAGE INC",1695963
1948876,"CI FINANCIAL CORP.",1829948
1946101,"NOAH HOLDINGS LTD",1499543
1971248,"BLUE OWL CAPITAL INC.",1823945
1959175,"T. ROWE PRICE GROUP, INC.",1113169
1923712,"JACKSON FINANCIAL INC.",1822993
1936703,"BLACKROCK, INC.",1364742
1963509,"PATRIA INVESTMENTS LIMITED",1825570
1933420,"STIFEL FINANCIAL CORP.",720672
1955183,"AXOS FINANCIAL, INC.",129970
1959559,"LPL FINANCIAL HOLDINGS INC.",1397911
1963367,"PATRIA INVESTMENTS LIMITED",1825570
1969591,"WESBANCO, INC.",203596
1961702,"J.P. MORGAN CHASE & CO.",19617
1955369,"BANK OF MONTREAL",927971
1967861,"CITIZENS FINANCIAL GROUP, INC.",759944
1967709,"JONES LANG LASALLE INCORPORATED",1037976
1952191,"THE BANK OF NEW YORK MELLON CORPORATION",1390777
1965169,"MORNINGSTAR, INC.",1289419
1965169,"PAYPAL, INC.",1633917
1957672,"THE CARLYLE GROUP INC.",1527166
1950161,"PAGAYA TECHNOLOGIES LTD.",1883085
1965796,"JONES LANG LASALLE INCORPORATED",1037976
1955034,"DEUTSCHE BANK AG",948046
1969522,"AEGON LTD",769218
1959346,"AFFILIATED MANAGERS GROUP, INC.",1004434
1955489,"THE CARLYLE GROUP INC.",1527166
1958258,"AFFILIATED MANAGERS GROUP, INC.",1004434
1942818,"MERCHANTS BANCORP",740665
1951556,"DEUTSCHE BANK AG",1022437
1946619,"HSBC HOLDINGS PLC",1089113
1970728,"PRUDENTIAL FINANCIAL, INC.",1137774
1920723,"CENTRAL SECURITIES CORP",18748
1953728,"M&T BANK CORPORATION",36270
1933479,"ASSOCIATED CAPITAL GROUP INC.",807249
1962184,"VIRTUS INVESTMENT PARTNERS, INC.",883237
1954633,"INVESCO LIMITED",914208
1966153,"P10, INC.",1841968
1940209,"COREBRIDGE FINANCIAL, INC.",1889539
1938894,"BLACKROCK, INC.",1364742
1960128,"MORGAN STANLEY",895421
1974303,"WESTWOOD HOLDINGS GROUP, INC.",1165002
1964749,"SUN LIFE FINANCIAL INC",1097362
1958441,"JPMORGAN CHASE & CO.",19617
1949934,"COREBRIDGE FINANCIAL, INC.",1889539
1948232,"VIRTUS INVESTMENT PARTNERS, INC.",883237
1959770,"THE GOLDMAN SACHS GROUP, INC.",886982
1961364,"WESTWOOD HOLDINGS GROUP, INC.",1165002
1953688,"BLACKROCK, INC.",2012383
1953646,"BLACKROCK, INC.",2012383
1941700,"BROOKFIELD ASSET MANAGEMENT INC.",1001085
1942180,"INTESA SANPAOLO S.P.A.",1374384
1961187,"MARYGOLD COMPANIES, INC.",1005101
1935769,"COLLIERS INTERNATIONAL GROUP INC.",913353
1925012,"PIPER SANDLER COMPANIES",1230245
1969891,"LAZARD, INC.",1311370
1969891,"LAZARD GROUP LLC",1326141
1970940,"AFFILIATED MANAGERS GROUP INC",1004434
1954458,"BLUE OWL CAPITAL INC.",1823945
1957708,"KKR & CO., INC.",1404912
1957708,"KKR PRIVATE EQUITY CONGLOMERATE LLC",1957845
1926553,"ASSURED GUARANTY LTD.",1273813
1942654,"ARES MANAGEMENT CORPORATION",1176948
1942654,"BLUE OWL CAPITAL INC.",1823945
1955038,"BLUE OWL CAPITAL INC.",1823945
1942653,"INVESCO LTD.",914208
1940106,"THE CARLYLE GROUP INC.",1527166
1964132,"HORIZON KINETICS HOLDING CORPORATION",88000
1951826,"BLACKSTONE INC.",1393818
1962232,"MORNINGSTAR, INC.",1289419
1937172,"INVESCO LTD.",914208
1960172,"JPMORGAN CHASE & CO.",19617
1967414,"ABACUS LIFE, INC.",1814287
1931604,"COHEN & STEERS, INC.",128481
1962557,"FRANKLIN RESOURCES, INC.",3877
1962278,"ALLIANCEBERNSTEIN L.P.",1109448
1954807,"TECTONIC FINANCIAL, INC.",1766526
1929652,"KKR & CO. INC.",1404912
1933931,"P10 INDUSTRIES, INC.",104443
1963192,"INVESCO, LTD",914208
1967524,"KKR & CO. INC.",1404912
1967524,"KKR PRIVATE EQUITY CONGLOMERATE LLC",1957845
1950887,"REGIONS FINANCIAL CORPORATION",1281761
1941642,"THE CARLYLE GROUP INC.",1527166
1926209,"BLACKSTONE INC.",1393818
1954054,"BLUE OWL CAPITAL INC.",1823945
1963010,"KKR & CO. INC.",140491
1939606,"STATE STREET CORPORATION",93751
1955086,"FIFTH THIRD BANCORP",35527
1926768,"COMMUNITY BANK SYSTEM, INC",723188
1962242,"JPMORGAN CHASE & CO.",19617
1944828,"CBRE GROUP, INC.",1138118
1973181,"CANADIAN IMPERIAL BANK OF COMMERCE",16847
1973848,"UNIVEST FINANCIAL CORPORATION",102212
1955029,"BLUE OWL CAPITAL INC.",1823945
1932235,"U.S. BANCORP",36104
1954746,"MARKEL CORPORATION",1096343
1944358,"HORACE MANN EDUCATORS CORPORATION",850141
1942852,"EQUITABLE FINANCIAL, INC",888002
1942852,"EQUITABLE HOLDINGS, INC",1333986
1957852,"CREDIT SUISSE GROUP AG",1159510
1950971,"NORDEA BANK ABP",1002614
1973095,"CANADIAN IMPERIAL BANK OF COMMERCE",16847
1974412,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1926548,"THE BANK OF NEW YORK MELLON CORPORATION",1390777
1954817,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1968059,"RITHM CAPITAL CORP.",1556593
1954532,"ARES MANAGEMENT CORPORATION",1176948
1939922,"INVESCO LTD",914208
1934783,"MARSH & MCLENNAN COMPANIES, INC.",62709
1969757,"DEUTSCHE BANK AG",948046
1932240,"U.S. BANCORP",36104
1934371,"BROOKFIELD CORPORATION",1001085
1934371,"BROOKFIELD ASSET MANAGEMENT LTD",1937926
1967067,"EQUITABLE HOLDINGS, INC.",1333986
1967067,"EQUITABLE FINANCIAL SERVICES, LLC",1257148
1967067,"EQUITABLE FINANCIAL, INC.",888002
1948851,"CIGNA CORPORATION",701221
1954038,"THE BLACKSTONE GROUP INC.",1393818
1969248,"THE BANK OF NEW YORK MELLON CORPORATION",1390777
1974451,"LPL FINANCIAL HOLDINGS INC.",1397911
1939964,"DIGITALBRIDGE GROUP, INC.",1679688
1959555,"LPL FINANCIAL HOLDINGS INC.",1397911
1957546,"JPMORGAN CHASE & CO",19617
1969654,"MORGAN STANLEY",895421
1958833,"MERCHANTS BANCORP",1629019
1955013,"UBS GROUP AG",1114446
1950770,"WHITE MOUNTAINS INSURANCE GROUP, LTD.",776867
1939399,"JACKSON FINANCIAL INC.",1822993
1974483,"EQUITABLE HOLDINGS, INC.",1333986
1974483,"EQUITABLE FINANCIAL SERVICES, LLC",1257148
1974483,"EQUITABLE FINANCIAL, INC.",888002
1943388,"RENASANT CORPORATION",715072
1968469,"M&T BANK CORPORATION",36270
1959776,"THE GOLDMAN SACHS GROUP, INC.",886982
1962324,"CREDIT SUISSE GROUP AG",1159510
1955798,"BROOKFIELD CORPORATION",1001085
1974530,"EQUITABLE HOLDINGS, INC.",1333986
1974530,"EQUITABLE FINANCIAL SERVICES, LLC",1257148
1974530,"EQUITABLE FINANCIAL, INC.",888002
1974514,"NORTHERN TRUST CORPORATION",73124
1961256,"UBS GROUP AG",1610520
1974565,"PRINCIPAL FINANCIAL GROUP, INC.",1126328
1959533,"BLACKSTONE INC.",1393818
1939966,"DIGITALBRIDGE GROUP, INC.",1679688
1927553,"BROOKFIELD CORP",1001085
1927553,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1957010,"FEDERATED HERMES, INC.",1056288
1968533,"M&T BANK CORPORATION",36270
1970015,"M&T BANK CORPORATION",36270
1941931,"SILVERCREST ASSET MANAGEMENT GROUP INC.",1549966
1953648,"BLACKROCK, INC.",2012383
1967561,"WESTWOOD HOLDINGS GROUP, INC.",1165002
1959433,"JPMORGAN CHASE & CO.",19617
1920687,"JANUS HENDERSON GROUP PLC",1274173
1958074,"BANC OF CALIFORNIA, INC.",1169770
1970118,"JONES LANG LASALLE INCORPORATED",1037956
1944395,"AFFILIATED MANAGERS GROUP, INC. (""AMG"")",1004434
1973577,"MORGAN STANLEY",895421
1972430,"ITAU UNIBANCO HOLDING S.A.",1132597
1926549,"ASSURED GUARANTY LTD.",1273813
1953651,"BLACKROCK, INC.",2012383
1973638,"OFG BANCORP",1030469
1950103,"KKR & CO. INC",1404912
1932882,"PRUDENTIAL FINANCIAL, INC.",1137774
1970834,"COMMERCE BANCSHARES, INC.",22356
1941429,"COREBRIDGE FINANCIAL, INC.",1889539
1928871,"THE BANK OF NEW YORK MELLON CORPORATION",1497973
1963198,"WESTWOOD HOLDINGS GROUP, INC.",1165002
1964586,"THE CARLYLE GROUP L.P.",1527166
1953665,"BLACKROCK, INC.",2012383
1959055,"AFFILIATED MANAGERS GROUP, INC.",1004434
1940592,"THE PNC FINANCIAL SERVICES GROUP, INC.",713676
1926313,"OPPENHEIMER HOLDINGS INC.",791963
1965792,"SS&C TECHNOLOGIES HOLDINGS, INC.",1402436
1955001,"PRINCIPAL FINANCIAL GROUP, INC",1126328
1959811,"BROOKFIELD CORPORATION",1001085
1959811,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1939468,"BLACKSTONE INC.",1393818
1942534,"WALKER & DUNLOP, INC.",1497770
1942945,"AFFILIATED MANAGERS GROUP, INC.",1004434
1957032,"JPMORGAN CHASE & CO.",19617
1939372,"AFFILILATED MANAGERS GROUP INC",1004434
1922578,"PIPER SANDLER COMPANIES",1230245
1932127,"THE HARTFORD INSURANCE GROUP, INC.",874766
1959469,"LAZARD, INC.",1311370
1959469,"LAZARD GROUP LLC",1326141
1970239,"AMERIPRISE FINANCIAL, INC.",820027
1942033,"CHIMERA INVESTMENT CORPORATION",1409493
1927599,"SUN LIFE FINANCIAL, INC.",1097362
1953679,"BLACKROCK INC.",2012383
1945383,"KKR & CO. INC.",1404912
1926219,"UBS AG",1114446
1950093,"RITHM CAPITAL CORP.",1556593
1964055,"BANK OF AMERICA CORPORATION",70858
1954891,"BIMINI CAPITAL MANAGEMENT, INC.",1275477
1967666,"KKR & CO. L.P.",1404912
1970741,"VINCI PARTNERS INVESTMENTS LTD.",1826286
1962626,"RITHM CAPITAL CORP.",1556593
1943762,"BROOKFIELD CORPORATION",1001085
1943762,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1967095,"MORGAN STANLEY",895421
1953353,"FIRST HORIZON CORPORATION",36966
1952128,"THE TORONTO-DOMINION BANK",947263
1924844,"MORGAN STANLEY",895421
1960777,"JOHN HANCOCK LIFE INSURANCE CO USA",107389
1962744,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",67088
1970764,"AON PLC",1183186
1962810,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",67088
1963162,"T. ROWE PRICE GROUP, INC.",1113169
1930606,"PRUDENTIAL FINANCIAL INC",1137774
1930717,"PRUDENTIAL FINANCIAL, INC.",1137774
1921146,"AMERIPRISE FINANCIAL, INC.",820027
1962617,"ARTISAN PARTNERS ASSET MANAGEMENT INC.",1517302
1968719,"THE ALLSTATE CORPORATION",899051
1965705,"CBRE GROUP, INC.",1138118
1967106,"THE BANK OF NEW YORK MELLON CORPORATION",1390777
1960670,"THE CHARLES SCHWAB CORPORATION",316709
1959612,"SOUTHSTATE BANK",1542445
1962817,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",67088
1956818,"BROOKFIELD ASSET MANAGEMENT LTD.",1937926
1936374,"BLUE OWL CAPITAL INC.",1823945
1957205,"CANNAE HOLDINGS, INC.",1704720
1955419,"DETUSCHE BANK AG",948046
1963621,"T. ROWE PRICE GROUP, INC.",1113169
1943728,"APOLLO GLOBAL MANAGEMENT, INC.",1851681
1943728,"APOLLO ASSET MANAGEMENT, INC.",1411494
1943812,"FNB CORPORATION",37808
1956699,"STONEMOR PARTNERS L.P.",1286131
1956699,"CORNERSTONE FAMILY SERVICES OF WEST VIRGINIA SUBSIDIARY, INC.",1488975
1956699,"HENLOPEN MEMORIAL PARK SUBSIDIARY LLC",1488980
1956699,"CORNERSTONE FAMILY SERVICES OF WEST VIRGINIA LLC",1489433
1956699,"CEMETERY MANAGEMENT SERVICES, LLC",1489181
1956699,"STOMEMORE OPERATING LLC",1488902
1956699,"STONEMOR INC.",1753886
1951854,"JPMORGAN CHASE & CO.",19617
1952136,"MARKEL CORPORATION",1096343
1962429,"SUN LIFE FINANCIAL INC",1097362
1966692,"MARSH & MCLENNAN COMPANIES, INC.",62709
1943723,"APOLLO GLOBAL MANAGEMENT, INC",1858681
1943723,"APOLLO ASSET MANAGEMENT, INC.",1411494
1934818,"PARAMOUNT GROUP, INC.",1605607
1943717,"APOLLO ASSET MANAGEMENT, INC.",1411494
1943717,"APOLLO GLOBAL MANAGEMENT, INC",1858681
1943713,"APOLLO GLOBAL MANAGEMENT, INC.",1858681
1963640,"BROOKFIELD CORPORATION",1063873
1963640,"BROOKFIELD ASSET MANAGEMENT LTD",1937926
1963640,"ALLIANZ SE",1127508
1935355,"EAST WEST BANCORP INC",1069157
1954937,"BLACKSTONE INC.",1393818
1933290,"STIFEL FINANCIAL CORP.",720672
1943932,"CADENCE BANK",1299939
1940255,"OPPENHEIMER HOLDINGS INC.",791963
1930735,"PRUDENTIAL FINANCIAL, INC",1137774
1934302,"AFFILIATED MANAGERS GROUP INC.",1004434
1973811,"MITSUI & CO., LTD.",67099
1971401,"INTERACTIVE BROKERS GROUP",1166521
1943716,"APOLLO ASSET MANAGEMENT, INC.",1411494
1943716,"APOLLO GLOBAL MANAGEMENT, INC",1858681
1924027,"CNO FINANCIAL GROUP, INC.",1224608
1956663,"MORGAN STANLEY",895421
1970759,"THE BALDWIN INSURANCE GROUP, INC.",1781755
1940272,"NBT BANCORP INC.",790359
1962358,"DEUTSCHE BANK AG",948046
1952502,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",1022837
1974882,"WEBSTER FINANCIAL CORPORATION",801337
1934965,"CI FINANCIAL CORP.",1829948
1969030,"VOYA FINANCIAL, INC.",1535929
1930754,"BNP PARIBAS S.A.",872786
1968433,"BANK OF MONTREAL",9622
1965166,"FEDERATED HERMES, INC.",1056288
1965486,"FEDERATED HERMES, INC.",1056288
1957386,"FRANKLIN RESOURCES INC.",38777
1963581,"T. ROWE PRICE GROUP, INC.",1113169
1957853,"BRIGHTSPIRE CAPITAL, INC.",1717547
1971741,"COINBASE GLOBAL, INC.",1679788
1962636,"HANCOCK WHITNEY CORPORATION",750577
1924866,"MORGAN STANLEY",895421
1963397,"CANADIAN IMPERIAL BANK OF COMMERCE",16847
1937464,"THE PNC FINANCIAL SERVICES GROUP, INC.",713676
1965836,"HERCULES CAPITAL, INC.",1280784
1967160,"AFFILIATED MANAGERS GROUP, INC.",1004434
1971157,"LAZARD, INC.",1311370
1971157,"LAZARD GROUP LLC",1326141
1967428,"MARKEL GROUP",1096343
1963244,"BLACKSTONE INC.",1393818
1965756,"TPG, INC.",1880661
1958206,"THE CHARLES SCHWAB CORPORATION",316709
1958384,"FINANCIAL INSTITUTIONS, INC.",862831
1950085,"WHITE MOUNTAINS INSURANCE GROUP, LTD",776867
1945160,"MARKEL CORPORATION",1096343
1963197,"AVIVA PLC",1140022
1955346,"OCEANFIRST FINANCIAL CORP.",1004702
1929465,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",842180
1967916,"MARSH & MCLENNAN COMPANIES, INC",62709
1970928,"ACADIAN ASSET MANAGEMENT INC.",1748824
1959071,"BLUE OWL CAPITAL INC.",1823945
1921222,"B. RILEY FINANCIAL, INC.",1464790
1971257,"STIFEL FINANCIAL CORPORATION",720672
1966524,"EQUITABLE FINANCIAL LIFE INSURANCE COMPANY",727920
1966524,"EQUITABLE HOLDINGS, INC.",1333986
1955920,"CI PRIVATE WEALTH US, LLC",1905974
1967335,"COHEN & STEERS, INC.",1284812
1937065,"TPG INC",18806
1937068,"TPG INC",18806
1969295,"MITSUBISHI UFJ FINANCIAL GROUP, INC",67088
1969295,"MUFG AMERICAS HOLDING CORP",1011659
1942658,"P10, INC.",1841968
1923457,"ORIX CORPORATION",1070304
1945099,"NORTHERN TRUST COMPANY",73124
1955270,"AON PLC",1183186
1963357,"AFFILIATED MANAGERS GROUP, INC.",1004434
1966010,"B.RILEY FINANCIAL INC.",1464790
1953703,"TIPTREE INC.",1393726
1963713,"BLACKSTONE INC.",1393818
1945951,"TRUIST FINANCIAL CORPORATION",92230
1956542,"BLUE OWL CAPITAL INC.",1823945
1952619,"SUN LIFE FINANCIAL INC.",109762
1952882,"COHEN & STEERS, INC.",128481
1966950,"CI FINANCIAL CORP.",1829948
1956489,"PRINCIPAL FINANCIAL GROUP, INC",1126328
1949042,"GALAXY DIGITAL HOLDINGS LTD.",1405064
1964015,"LPL FINANCIAL HOLDINGS INC.",1397911
1974018,"VOYA FINANCIAL, INC.",1535929
1961250,"J.P. MORGAN TRUST CO OF DELAWARE",1387526
1946332,"INTERPUBLIC GROUP OF COMPANIES, INC.",51644
1950231,"AON PLC",1808065
1950112,"BLUE OWL CAPITAL INC.",1823945
1955025,"BLUE OWL CAPITAL INC.",1823945
1955028,"BLUE OWL CAPITAL INC.",1823945
1959206,"THE CARLYLE GROUP INC.",1527166
1930014,"AFFILIATED MANAGERS GROUP, INC.",1004434
1969794,"PROVIDENT FINANCIAL SERVICES, INC.",1178970
1964230,"MAIN STREET CAPITAL CORPORATION",1396440
1961360,"FTI CONSULTING, INC.",887936
1929585,"AFFILIATED MANAGERS GROUP, INC.",1004434
1965231,"FRANKLIN RESOURCES, INC.",38777
1943632,"BANK OF AMERICA CORPORATION",70858
1963546,"BLACKSTONE INC.",1393818
1963827,"BLACKSTONE INC.",1393818
1950202,"BLACKSTONE INC.",1393818
1971147,"PRINCIPAL FINANCIAL GROUP, INC.",1126328
1948901,"BLUE OWL CAPITAL INC.",1823945
1936299,"FIRST CITIZENS BANCSHARES, INC.",798941
1968738,"BANK OF HAWAII CORP.",6022
1961933,"AMERIPRISE FINANCIAL, INC.",820027
1916304,"MORGAN STANLEY",895421
1956119,"MORGAN STANLEY",895421
1949352,"INVESCO LTD.",914208
