"FilingID","Wrap Fee Program","Sponsor","Sponsor SEC File Number","Sponsor CRD Number"
1946813,"TCN PRIVATE WEALTH MANAGEMENT WRAP FEE PROGRAM","TCN PRIVATE WEALTH MANAGEMENT LLC","801-119416",310464
1947659,"INVESTMENT ADVISORY PROGRAM (IAP)","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1947659,"SEPARATE ACCOUNT EXCHANGE","TD AMERITRADE, INC.","801-60469",7870
1947659,"MANAGED ACCOUNT PROGRAM","ASSEMBLY WEALTH","801-57629",108834
1947659,"THIRD PARTY MODELS PROGRAM","ENVESTNET PMC","801-57260",111694
1947659,"MARKETPLACE","CHARLES SCHWAB & CO., INC.","801-29938",5393
1947659,"SELECT UMA","MORGAN STANLEY","801-70103",149777
1947659,"STEPHENS","STEPHENS","801-15510",3496
1947659,"CETERA","ENVESTNET PMC","801-57260",111694
1947659,"NATIXIS","NATIXIS ADVISORS, LLC","801-48408",106800
1947659,"SMARTX ADVISORY PLATFORM","SMARTX ADVISORY SOLUTIONS","801-113795",297680
1947659,"CORE ASSET MANAGER","BRINKER CAPITAL INC","801-30504",111743
1947659,"LOCKWOOD INVESTMENT STRATEGIES UMA","BNY ADVISORS","801-52378",106108
1947659,"MANAGER SELECT & MANAGER ACCESS SELECT","LPL FINANCIAL LLC","801-10970",6413
1947659,"FLEXIBLE UNIFIED MANAGED ACCOUNT","BNY ADVISORS","801-52378",106108
1947659,"ADHESION WEALTH ADVISOR SOLUTIONS","ADHESION WEALTH ADVISOR SOLUTIONS","801-67829",143593
1947659,"IMS UNIFIED CHOICE","AVANTAX INVESTMENT SERVICES, INC.","8-29533",13686
1947659,"CALLAN UMA PROGRAM","CALLAN","801-9219",107687
1947659,"PORTFOLIO SELECT UMA CONSULTING SERVICES (RJCS)","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1947659,"LOCKWOOD SPONSORED PROGRAM","BNY ADVISORS","801-52378",106108
1947659,"CES","MORGAN STANLEY","801-70103",149777
1947659,"ADVISORS MSP","JANNEY MONTGOMERY SCOTT LLC","801-7258",463
1947659,"FREEDOM UNIFIED MANAGED ACCOUNT","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1937380,"WELLS FARGO PRIVATE ADVISOR NETWORK DUAL CONTRACT PROGRAM","WELLS FARGO ADVISORS","801-37967",19616
1937380,"GRAYSTONE INSTITUTIONAL CONSULTING SERVICES","MORGAN STANLEY","801-70103",149777
1947515,"NORTHROCK PARTNERS ADVISORY SERVICES PROGRAM","NORTHROCK PARTNERS, LLC","801-78194",167908
1937997,"FOURPATH CAPITAL MANAGEMENT WRAP FEE PROGRAM","PROSPERA PRIVATE WEALTH, LLC","801-120960",313573
1943261,"ADVISORY SOLUTIONS UNIFIED MANAGED ACCOUNT (UMA) MODELS (RESEARCH MODELS)","EDWARD JONES","801-3297",250
1943261,"ADVISORY SOLUTIONS FUND MODELS  (RESEARCH MODELS)","EDWARD JONES","801-3297",250
1937359,"PLANMEMBER SECURITIES -- PREFERENCE PROGRAM","PLANMEMBER SECURITIES CORPORATION","801-39177",11869
1937359,"PLANMEMBER SECURITIES -- STRATEGIST PROGRAM","PLANMEMBER SECURITIES CORPORATION","801-39177",11869
1937359,"PLANMEMBER SECURITIES -- NON-PLATFORM IAR PROGRAM","PLANMEMBER SECURITIES CORPORATION","801-39177",11869
1937359,"PLANMEMBER SECURITIES -- ADVISOR PROGRAM","PLANMEMBER SECURITIES CORPORATION","801-39177",11869
1936221,"BLEAKLEY WRAP PROGRAM","BLEAKLEY FINANCIAL GROUP, LLC","",318366
1934779,"SUMMIT FINANCIAL WRAP FEE PROGRAM","SUMMIT INVESTMENT ADVISORS, INC.","",
1937442,"ADVISOR WEALTH MANAGEMENT II (AWM II)","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
1937442,"STRATOS WEALTH PARTNERS LTD WRAP FEE PROGRAM","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
1937442,"STRATOS WEALTH MANAGEMENT II (SWM II)","STRATOS WEALTH PARTNERS, LTD","801-71457",153184
1929519,"ASSET MANAGEMENT SERVICES","INVESTMENT PLANNING ADVISORS","",
1944916,"STRATEGIC INVESTMENT SERVICES PROGRAM (STRATIS)","JPMORGAN CHASE & CO. (FKA, BEAR, STEARNS & CO., INC.)","",
1944916,"FMAX","FIDELITY BROKERAGE SERVICES LLC AND NATIONAL FINANCIAL SERVICES LLC","",
1944916,"MANAGED ACCOUNT MARKETPLACE","CHARLES SCHWAB & CO., INC.","",
1944916,"ASSET-BASED INVESTMENT MANAGEMENT PROGRAM","ROBERT W. BAIRD & CO. INCORPORATED","",
1944916,"PLATFORM","AMERIPRISE","",
1944916,"ICS PROGRAM","SECURITIES AMERICA","",
1944916,"TD AMERITRADE","TD AMERITRADE","",
1944916,"CONSULTING GROUP SELECT UMA PROGRAM (UMA)","MORGAN STANLEY SMITH BARNEY LLC AND MSSB PRIVATE PORTFOLIO GROUP","",
1944916,"PERSHING","PERSHING","",
1944916,"NETWORK","FIDELITY BROKERAGE SERVICES LLC AND NATIONAL FINANCIAL SERVICES LLC","",
1944916,"MANAGED ACCOUNT PROGRAM","SECURITY NATIONAL BANK","",
1944916,"NFS - MANAGED ACCOUNTS","TRUIST","",
1944916,"MANAGER SELECT ACCOUNT","LPL FINANCIAL LLC AND AXA ADVISORS LLC","",
1944916,"MANAGED ACCOUNT UMA","ENVESTNET ASSET MANAGEMENT, INC.","",
1944916,"STIFEL OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INC.","",
1944916,"MANAGED ACCOUNT PROGRAM","SOUTH STATE BANK (FORMERLY SCBT)","",
1944916,"ACCESS PROGRAM","UBS FINANCIAL SERVICES, INC.","",
1944916,"ASSET-BASED INVESTMENT MANAGEMENT PROGRAM","JANNEY MONTGOMERY SCOTT, LLC","",
1944916,"MANAGED ACCOUNT ADVISORS (MAA)","MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","",
1944916,"MANAGED ACCOUNT PROGRAM","SILICON VALLEY BANK","",
1944916,"STRATEGIC WEALTH PORTFOLIO PROGRAM (SWP)","UBS FINANCIAL SERVICES, INC.","",
1944916,"MASTERS MANAGERS INVESTMENT CONSULTING SERVICE","WELLS FARGO ADVISORS, LLC","",
1944916,"DMA","WELLS FARGO ADVISORS","",
1944916,"COMERICA BANK","COMERICA BANK","",
1944916,"MANAGED ACCOUNT SELECT","CHARLES SCHWAB & CO., INC.","",
1944916,"MANAGED ACCOUNTS","PNC INVESTMENTS LLC","",
1944916,"MANAGER OF MANAGERS PROGRAM","BRINKER CAPITAL, INC.","",
1944916,"MANAGED ACCOUNT PROGRAM","ENVESTNET ASSET MANAGEMENT, INC.","",
1944916,"BANCO POPULAR - NFS","BANCO POPULAR","",
1944916,"PREMIUM ACCESS STRATEGIES (PAS)","MERRILL LYNCH","",
1944916,"CITIBANK","CITIBANK","",
1944916,"CITIBANK - ICONIQ","CITIBANK - ICONIQ","",
1944916,"CITIZENS BANK","CITIZENS BANK","",
1944916,"EDWARD JONES","EDWARD JONES","",
1944916,"FIRST REPUBLIC - PERSHING","FIRST REPUBLIC - PERSHING","",
1944916,"HEARTLAND - FIDELITY","HEARTLAND - FIDELITY","",
1944916,"MIDFIRST BANK","MIDFIRST BANK","",
1944916,"CONSULTING EVALUATION SERVICES (CES)","MORGAN STANLEY","",
1944916,"RAYMOND JAMES","RAYMOND JAMES","",
1944916,"RBC CAPITAL MARKETS","RBC CAPITAL MARKETS","",
1944916,"US BANK","US BANK","",
1935232,"BLUE OCEAN INVESTMENT PARTNERS LIMITED","BLUE OCEAN INVESTMENT PARTNERS","801-113749",297769
1935395,"BROOKSTONE CAPITAL MANAGEMENT WRAP PROGRAM","BROOKSTONE CAPITAL MANAGEMENT LLC","801-68010",141413
1937506,"ALIGN FINANCIAL, LLC","ALIGN FINANCIAL, LLC","",309238
1932182,"RELIANT WEALTH MANAGEMENT PROGRAM","RELIANT WEALTH PLANNING, LLC","",
1937565,"BNY MELLON ADVISORS","SANCTUARY ADVISORS, LLC","801-99364",226606
1933450,"ASSET MANAGEMENT SERVICES","DANER WEALTH MANAGEMENT","",
1936971,"BEACON HARBOR WEALTH ADVISORS WRAP PROGRAM","BEACON HARBOR WEALTH ADVISORS","801-114773",300243
1939313,"AMBASSADOR","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1939313,"AMERICAN FUNDS MODEL PORTFOLIOS PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1939313,"FREEDOM ACCOUNT PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1939313,"RAYMOND JAMES CONSULTING SERVICES PROGRAM (""RJCS"")","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1936953,"STONEBROOK PRIVATE WRAP FEE PROGRAM","STONEBROOK PRIVATE INC.","801-127617",325434
1936528,"RIVERBEND WRAP FEE PROGRAM","RIVERBEND WEALTH MANAGEMENT, LLC","801-131306",302031
1947707,"ELLSWORTH ADVISORS, LLC WRAP FEE PROGRAM","ELLSWORTH ADVISORS, LLC","801-113634",297464
1939350,"IMG STRATEGIC  ETF MODELS","ARVEST WEALTH MANAGEMENT","801-63738",42057
1939350,"IMG MANAGED CORE EQUITY PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1939350,"IMG MANAGED CREDIT FIXED INCOME PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1939350,"IMG MANAGED SHORT-TERM CREDIT FIXED INCOME PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1939350,"IMG MANAGED MUNICIPAL BOND PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1939350,"IMG MANAGED STRATEGIC EQUITY PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1939350,"IMG CORE FIXED INCOME PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1939350,"ADVISOR DIRECTED-DISCRETIONARY","ARVEST WEALTH MANAGEMENT","801-63738",42057
1939350,"IMG DIVIDEND INCOME AND GROWTH (DIG) PORTFOLIO","ARVEST WEALTH MANAGEMENT","801-63738",42057
1939350,"IMG BLENDED STRATEGIES PORTFOLIOS","ARVEST WEALTH MANAGEMENT","801-63738",42057
1939571,"SEPARATE ACCOUNT NETWORK","FIDELITY BROKERAGE SERVICES LLC","8-23292",7784
1939571,"PNC AMG TACTICAL ALLOCATION PORTFOLIOS","PNC ASSET MANAGEMENT GROUP","",
1939571,"UNIFIED MANAGED ACCOUNT (""UMA"")","ENVESTNET PMC","801-57260",111694
1939571,"ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
1939571,"PRIVATE INVESTORS","BLACKROCK INVESTMENT MANAGEMENT, LLC","801-56972",108928
1939571,"PORTFOLIO ADVISORY SERVICES","FIDELITY INVESTMENTS MONEY MANAGEMENT, INC.","801-34590",108252
1939571,"GUIDED PORTFOLIOS","ASSETMARK, INC.","801-56323",109018
1939571,"PNC AMG MANAGED ACCOUNT","PNC ASSET MANAGEMENT GROUP","",
1939571,"MAPS THIRD PARTY STRATEGIES","MORGAN STANLEY","801-70103",149777
1939571,"CLIENT DIRECTED UNIFIED MANAGED ACCOUNT (""CDUMA"")","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
1939571,"INVESTMENT SOLUTIONS PREMIER","CAPITAL ANALYSTS","801-74614",162200
1939571,"ETRADE MODEL PLATFORM","E*TRADE CAPITAL MANAGEMENT, LLC","801-58085",42159
1932367,"NORTHBRIDGE FINANCIAL GROUP WRAP FEE PROGRAM","NORTHBRIDGE FINANCIAL GROUP, LLC","801-119466",310394
1946421,"FIDUCIARY INVESTMENT SERVICES","VISION RETIREMENT","801-114807",173064
1939668,"MORNINGSTAR PORTFOLIOS","ASHTON THOMAS SECURITIES, LLC","801-69225",16629
1939668,"MANAGED ETF PORTFOLIOS","ASHTON THOMAS SECURITIES, LLC","801-69225",16629
1939668,"FB ADVISORY","ASHTON THOMAS SECURITIES, LLC","801-69225",16629
1923808,"PAX FINANCIAL GROUP WRAP FEE PROGRAM","PAX FINANCIAL GROUP","801-107918",284164
1939707,"BENTLEY FINANCIAL GROUP MODEL","BENTLEY FINANCIAL GROUP MODEL","",
1935427,"SOLIDARITY WRAP FEE PROGRAM","SOLIDARITY WEALTH, LLC","801-122536",315843
1936569,"R. SEEGER WEALTH MANAGEMENT, LTD","R. SEEGER WEALTH MANAGEMENT, LTD","801-121764",152258
1938381,"TD AMERITRADE","COYLE FINANCIAL COUNSEL","",
1938381,"ACCESS ADVISORY PROGRAM AND STRATEGIC WEALTH PORTFOLIO PROGRAM","UBS FINANCIAL SERVICES","",
1938381,"FIDUCIARY SERVICES PROGRAM","MORGAN STANLEY SMITH BARNEY LLC","",
1938381,"GLOBAL MANAGER STRATEGIES","GOLDMAN, SACHS & CO","",
1938381,"MANAGED ACCOUNT ACCESS PROGRAM AND MANAGED ACCOUNT SELECT","CHARLES SCHWAB & CO, INC.","",
1938381,"MANAGED ACCOUNT PROGRAM AND LOCKWOOD SPONSORED","PERSHING, LLC","",
1938381,"MANAGER OF MANAGERS PROGRAM","BRINKER CAPITAL, INC.","",
1938381,"OUTSIDE MANAGED PROGRAM","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1938381,"SELECT UMA AND CORPORATE EQUITY SOLUTIONS (CES)","MORGAN STANLEY SMITH BARNEY, LLC","",
1938381,"SMARTX ADVISORY SOLUTIONS","AMERICAN PORTFOLIO ADVISORS, INC.","",
1938381,"UNIFIED MANAGED ACCOUNTS AND ADVISOR","ENVESTNET, INC.","",
1938381,"SELECT UMA","MORGAN STANLEY","",
1938381,"MANAGER ACCESS, MANAGER ACCESS SELECT","LPL FINANCIAL LLC","",
1938381,"OSM - OUTSIDE MANAGER ADVISORY PROGRAM","RAYMOND JAMES","",
1938381,"MANAGED ACCOUNT COMMAND","LOCKWOOD ADVISORS, INC.","",
1938381,"LOCKWOOD SPONSORED PROGRAM","LOCKWOOD ADVISORS INC.","",
1938381,"ADVISOR PROGRAM","WELLS FARGO","",
1938381,"DYNAMIC ALLOCATION PORTFOLIOS","CITI","",
1938381,"CONSULTING & EVALUATION SERVICES","MORGAN STANLEY","",
1938381,"INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY","",
1938381,"INVESTMENT ADVISORY SERVICES","RAYMOND JAMES","",
1938381,"MANAGED ACCOUNT STRATEGY","CHARLES SCHWAB","",
1938381,"MANAGED ACCOUNT STRATEGY","ENVESTNET ASSET MANAGEMENT, INC.","",
1938381,"MODEL WEALTH PORTFOLIOS (""MWP"")","LPL FINANCIAL LLC","801-10970",6413
1938381,"MANAGER SELECT","LPL FINANCIAL LLC","801-10970",6413
1938472,"RAYMOND JAMES CONSULTING SERVICES","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1936905,"DILIGENT INVESTORS WRAP FEE PROGRAM","DILIGENT INVESTORS, LLC","801-72643",158708
1938565,"ADVISORY SERVICES NETWORK LLC WRAP FEE PROGRAM","ADVISORY SERVICES NETWORK LLC","",
1938614,"STONEBROOK PRIVATE WRAP FEE PROGRAM","STONEBROOK PRIVATE LLC","801-127617",325434
1940477,"PRIVATE INVESTMENT MANAGEMENT","WELLS FARGO ADVISORS","",
1940477,"FUNDAMENTAL CHOICE","WELLS FARGO ADVISORS","",
1940477,"QUANTITATIVE CHOICE","WELLS FARGO ADVISORS","",
1940477,"FUNDSOURCE","WELLS FARGO ADVISORS","",
1940477,"PERSONALIZED UNIFIED MANAGED ACCOUNT","WELLS FARGO ADVISORS","",
1940583,"CAMBRIDGE ASSET ALLOCATION PLATFORM","CAMBRIDGE INVESTMENT RESEARCH ADVISORS, INC.","801-63930",134139
1940583,"COOPER MCMANUS MANAGED ACCOUNT PROGRAM","COOPER MCMANUS","801-61944",111458
1940583,"WEALTHPORT ADVISOR-DIRECTED PROGRAM","CAMBRIDGE INVESTMENT RESEARCH ADVISORS, INC.","801-63930",134139
1940654,"FORTIS GROUP ADVISORS LLC","FORTIS GROUP ADVISORS LLC","801-112236",290427
1940581,"STRATEGIC INVESTMENT SERVICES PROGRAM (STRATIS)","J.P. MORGAN SECURITIES LLC","801-3702",79
1940581,"PORTFOLIO MANAGER PROGRAM","J.P. MORGAN SECURITIES LLC","801-3702",79
1940581,"ADVISORY PROGRAM","J.P. MORGAN SECURITIES LLC","801-3702",79
1936461,"TRUE VISION WRAP FEE PROGRAM","TRUE VISION FINANCIAL ADVISORS","801-126424",322783
1941409,"UBS MANAGED ACCOUNTS CONSULTING (""MAC"")","UBS FINANCIAL SERVICES INC.","801-7163",8174
1941409,"W&S WEALTH SOLUTIONS","W&S BROKERAGE SERVICES, INC.","801-113946",8099
1941409,"LINCOLN INVESTMENT PLANNING CAAMS SELECT PROGRAM","LINCOLN INVESTMENT","801-14059",519
1941409,"UGMA WRAP FEE PROGRAM","FORT WASHINGTON INVESTMENT ADVISORS INC","801-37235",107126
1931329,"WFPG WRAP ACCOUNT PROGRAM","WALLER FINANCIAL PLANNING GROUP, INC.","801-72938",159564
1935577,"ASSET MANAGEMENT PROGRAM","GREENBELT INVESTMENT ADVISORS, LLC","",
1933590,"BSN","ROBERT W. BAIRD & COMPANY","",
1933590,"CES","MORGAN STANLEY","",
1933590,"PRIVATE ADVISOR NETWORK","WELLS FARGO","",
1933590,"RJ CONSULTING SERVICES","RAYMOND JAMES","",
1936154,"TORREY GROWTH & INCOME WRAP FEE PROGRAM","TORREY GROWTH & INCOME ADVISORS, LLC","",
1938680,"PRIVATE INVESTMENT MANAGEMENT","WELLS FARGO ADVISORS","",
1938680,"FUNDAMENTAL CHOICE","WELLS FARGO ADVISORS","",
1938680,"QUANTITATIVE CHOICE","WELLS FARGO ADVISORS","",
1938680,"FUNDSOURCE","WELLS FARGO ADVISORS","",
1938680,"PERSONALIZED UNIFIED MANAGED ACCOUNT","WELLS FARGO ADVISORS","",
1939008,"PORTFOLIO MANAGER'S WRAP FEE PROGRAM","FORTIS CAPITAL ADVISORS, LLC","801-119354",309709
1942835,"ADHESION WEALTH ADVISOR SOLUTIONS","ADHESION WEALTH ADVISOR SOLUTIONS","801-67829",143593
1919652,"KFA PRIVATE WEALTH GROUP WRAP PROGRAM","KFA PRIVATE WEALTH GROUP, LLC","",
1934533,"REVOLUT WEALTH INC. WRAP FEE PROGRAM","REVOLUT WEALTH INC.","",322894
1940980,"GFG WRAP FEE PROGRAM","GFG SOLUTIONS","801-130954",331977
1934070,"ANNUAL WRAP FEE","PROFESSIONAL FINANCIAL ADVISORS, LLC","801-114978",173719
1942835,"SMARTX ADVISORY PLATFORM","SMARTX ADVISORY SOLUTIONS","801-113795",297680
1942835,"CORE ASSET MANAGER","BRINKER CAPITAL INC","801-30504",111743
1942835,"LOCKWOOD INVESTMENT STRATEGIES UMA","BNY ADVISORS","801-52378",106108
1942835,"MANAGER SELECT & MANAGER ACCESS SELECT","LPL FINANCIAL LLC","801-10970",6413
1942835,"FLEXIBLE UNIFIED MANAGED ACCOUNT","BNY ADVISORS","801-52378",106108
1942835,"IMS UNIFIED CHOICE","AVANTAX INVESTMENT SERVICES, INC.","8-29533",13686
1942835,"CALLAN UMA PROGRAM","CALLAN","801-9219",107687
1942835,"PORTFOLIO SELECT UMA CONSULTING SERVICES (RJCS)","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1942835,"LOCKWOOD SPONSORED PROGRAM","BNY ADVISORS","801-52378",106108
1942835,"CES","MORGAN STANLEY","801-70103",149777
1942835,"ADVISORS MSP","JANNEY MONTGOMERY SCOTT LLC","801-7258",463
1942835,"FREEDOM UNIFIED MANAGED ACCOUNT","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1942835,"INVESTMENT ADVISORY PROGRAM (IAP)","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235",7691
1942835,"SEPARATELY MANAGED ACCOUNT","U.S. BANCORP INVESTMENTS, INC.","801-68122",17868
1942835,"SEPARATE ACCOUNT EXCHANGE","TD AMERITRADE, INC.","801-60469",7870
1942835,"MANAGED ACCOUNT PROGRAM","ASSEMBLY WEALTH","801-57629",108834
1942835,"THIRD PARTY MODELS PROGRAM","ENVESTNET PMC","801-57260",111694
1942835,"MARKETPLACE","CHARLES SCHWAB & CO., INC.","801-29938",5393
1942835,"SELECT UMA","MORGAN STANLEY","801-70103",149777
1942835,"STEPHENS","STEPHENS","801-15510",3496
1942835,"CETERA","ENVESTNET PMC","801-57260",111694
1942835,"NATIXIS","NATIXIS ADVISORS, LLC","801-48408",106800
1939571,"CUSTOM ADVISORY PORTFOLIO (CAP)","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
1939571,"SELECTS PORTFOLIO SOLUTIONS PLATFORM (""SPS"")","U.S. TRUST","",
1939571,"OUTSIDE MONEY MANAGER PROGRAM (""OSM"")","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1939571,"SEPARATE ACCOUNT EXCHANGE","TD AMERITRADE CLEARING, INC.","8-16335",5633
1939571,"MERRILL LYNCH UNIFIED MANAGED ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","",
1939571,"MANAGED ACCOUNT PROGRAM","SIMPLICITY SOLUTIONS, LLC","801-81008",175009
1939571,"MANAGED ACCOUNT SELECT","CHARLES SCHWAB & CO., INC.","801-29938",5393
1939571,"BETTERMENT RETAIL PLATFORM, BETTERMENT FOR BUSINESS PLATFORM, BETTERMENT FOR ADVISORS PLATFORM","BETTERMENT","801-70171",149117
1939571,"CONSULTING SERVICES","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1939571,"MANAGED ACCOUNT ADVISOR PROGRAM","BNY ADVISORS","801-52378",106108
1939571,"VESTMARK MANAGER MARKETPLACE","VESTMARK ADVISORY SOLUTIONS, INC.","801-114077",221518
1939571,"FLEXIBLE UNIFIED MANAGED ACCOUNT (""FLEX UMA"")","BNY ADVISORS","801-52378",106108
1939571,"MANAGED ACCOUNT PROGRAM","RBC CAPITAL MARKETS, LLC","801-13059",31194
1939571,"COMMONWEALTH","COMMONWEALTH FINANCIAL NETWORK","801-41541",8032
1939571,"MANAGED ACCOUNTS CONSULTING (""MAC"")","UBS FINANCIAL SERVICES INC.","801-7163",8174
1939571,"PIONEER/COMPASS","JANNEY MONTGOMERY SCOTT LLC","801-7258",463
1939571,"GOALS-BASED PORTFOLIO SOLUTIONS (""GPS"") PROGRAM","JANNEY MONTGOMERY SCOTT LLC","801-7258",463
1939571,"SELECT UMA PROGRAM","MORGAN STANLEY","801-70103",149777
1939571,"SOWELL APPROVED SOLUTIONS","SOWELL MANAGEMENT","801-63991",127145
1939571,"CONSULTING AND EVALUATION SERVICES PROGRAM","MORGAN STANLEY","801-70103",149777
1939571,"DYNAMIC ALLOCATION PORTFOLIOS - UMA PROGRAM","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
1939571,"STIFEL OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
1939571,"UNIFIED OVERLAY MANAGEMENT PROGRAM (""UOMP"")","FDX ADVISORS, INC.","801-29775",104601
1939571,"CONSULTING & EVALUATION SERVICES (CES)","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
1939571,"MANAGER SELECT","LPL FINANCIAL LLC","801-10970",6413
1939571,"SMARTX","SMARTX ADVISORY SOLUTIONS","801-110681",167966
1939571,"MERRILL LYNCH CONSULTS SERVICE","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","",
1939571,"VESTMARK MANAGER MARKETPLACE","VESTMARK ADVISORY SOLUTIONS, INC.","801-114077",221518
1939571,"MANAGED ACCOUNT PLATFORM (""MAP"")","HANLON INVESTMENT MANAGEMENT, INC.","801-60889",118851
1939571,"DUAL CONTRACT MANAGED ACCOUNT PROGRAM","ROBERT W. BAIRD & CO. INCORPORATED","801-7571",8158
1939571,"UBS STRATEGIC WEALTH PORTFOLIOS","UBS FINANCIAL SERVICES INC.","801-7163",8174
1939571,"INVESTMENT CONSULTING SOLUTIONS (ICS)","J.P. MORGAN INVESTMENT MANAGEMENT INC.","801-21011",107038
1939571,"INVESTMENT SOLUTIONS PREMIER","CAPITAL ANALYSTS","801-74614",162200
1939571,"PMC GUIDED PORTFOLIOS","ENVESTNET PMC","801-57260",111694
1939571,"CITIZENS ADVISORY CONNECT","SIGFIG WEALTH MANAGEMENT LLC","801-72762",158823
1939571,"RBC TOTAL PORTFOLIO","RBC CAPITAL MARKETS, LLC","801-13059",31194
1939571,"PORTFOLIO SELECT UMA","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1939571,"PORTFOLIO ADVISORY SERVICES","FIDELITY INVESTMENTS MONEY MANAGEMENT, INC.","801-34590",108252
1939571,"FIDUCIARY SERVICES PROGRAM","CITIGROUP GLOBAL MARKETS INC.","801-3387",7059
1939571,"BETTERMENT RETAIL PLATFORM, BETTERMENT FOR BUSINESS PLATFORM, BETTERMENT FOR ADVISORS PLATFORM","BETTERMENT","801-70171",149117
1939571,"PMC GUIDED PORTFOLIOS","ENVESTNET PMC","801-57260",111694
1939571,"RISKPRO","PACIFIC FINANCIAL GROUP, LLC","801-68318",143041
1939571,"ETRADE MODEL PLATFORM","E*TRADE CAPITAL MANAGEMENT, LLC","801-58085",42159
1939571,"FREEDOM UMA","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1939571,"ACCESS","UBS FINANCIAL SERVICES INC.","801-7163",8174
1939571,"PRIVATE INVESTORS","BLACKROCK INVESTMENT MANAGEMENT, LLC","801-56972",108928
1939571,"PNC AMG MANAGED ACCOUNT","PNC ASSET MANAGEMENT GROUP","",
1939571,"CUSTOM ADVISORY PORTFOLIO (CAP)","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746",793
1939571,"PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS","801-57434",11025
1939571,"VICUS CAPITAL, INC.","VICUS CAPITAL, INC.","801-60628",116021
1939571,"ADVISORY SOLUTIONS UNIFIED MANAGED ACCOUNT PROGRAM","EDWARD JONES","801-3297",250
1939571,"MODEL PORTFOLIO MANAGEMENT PLATFORM","RONALD BLUE & CO., LLC","801-18423",104605
1939571,"CONSULTING SOLUTIONS","RBC CAPITAL MARKETS, LLC","801-13059",31194
1939571,"GOALS-BASED PORTFOLIO SOLUTIONS (""GPS"") PROGRAM","JANNEY MONTGOMERY SCOTT LLC","801-7258",463
1939571,"UNIFIED OVERLAY MANAGEMENT PROGRAM (""UOMP"")","FDX ADVISORS, INC.","801-29775",104601
1939571,"CONSULTING AND EVALUATION SERVICES PROGRAM","MORGAN STANLEY","801-70103",149777
1939571,"PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS","801-57434",11025
1939571,"MANAGED ACCOUNT LINK PROGRAM","BNY ADVISORS","801-52378",106108
1939571,"MODEL WEALTH PORTFOLIOS","LPL FINANCIAL LLC","801-10970",6413
1939571,"OUTSIDE MONEY MANAGER PROGRAM (""OSM"")","RAYMOND JAMES & ASSOCIATES, INC.","801-10418",705
1939571,"WEALTHPORT","CAMBRIDGE INVESTMENT RESEARCH ADVISORS, INC.","801-63930",134139
1939571,"GWN PREMIER SELECT PROGRAM","GWN SECURITIES INC.","801-62547",128929
1939571,"SELECT SEPARATE ACCOUNT","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363
1939571,"SEPARATELY MANAGED ACCOUNT PROGRAM","ORION PORTFOLIO SOLUTIONS, LLC","801-57265",107975
1939571,"ACTIVE PORTFOLIOS","AMERIPRISE FINANCIAL SERVICES, LLC","801-28543",6363
